,nameOfIssuer,titleOfClass,cusip,value,sshPrnamt,sshPrnamtType,investmentDiscretion,votingAuthoritySole,votingAuthorityShared,votingAuthorityNone
0,10X GENOMICS INC,CL A COM,88025U109,1216850,21745,SH,SOLE,21745,0,0
1,1ST SOURCE CORP,COM,336901103,512519,9327,SH,SOLE,9327,0,0
2,1STDIBS COM INC,COM,320551104,377297,80619,SH,SOLE,80619,0,0
3,3M CO,COM,88579Y101,36294,332,SH,OTR,0,332,0
4,3M CO,COM,88579Y101,289766762,2650629,SH,SOLE,2650629,0,0
5,ABBOTT LABS,COM,002824100,836532,7600,SH,SOLE,7600,0,0
6,ABBOTT LABS,COM,002824100,1362226,12376,SH,SOLE,12376,0,0
7,ABBOTT LABS,COM,002824100,4986171,45300,SH,SOLE,45300,0,0
8,ABBVIE INC,COM,00287Y109,1900087,12261,SH,OTR,0,12261,0
9,ABBVIE INC,COM,00287Y109,4215184,27200,SH,SOLE,27200,0,0
10,ABBVIE INC,COM,00287Y109,9569552,61751,SH,SOLE,61751,0,0
11,ABBVIE INC,COM,00287Y109,20378555,131500,SH,SOLE,131500,0,0
12,ABCELLERA BIOLOGICS INC,COM,00288U106,84811,14853,SH,SOLE,14853,0,0
13,ABERCROMBIE & FITCH CO,CL A,002896207,267483,3032,SH,OTR,0,3032,0
14,ABERCROMBIE & FITCH CO,CL A,002896207,16640056,188620,SH,SOLE,188620,0,0
15,ABM INDS INC,COM,000957100,3885102,86663,SH,SOLE,86663,0,0
16,ABSCI CORPORATION,COM,00091E109,183943,43796,SH,SOLE,43796,0,0
17,ACADEMY SPORTS & OUTDOORS IN,COM,00402L107,49896,756,SH,OTR,0,756,0
18,ACADEMY SPORTS & OUTDOORS IN,COM,00402L107,391710,5935,SH,SOLE,5935,0,0
19,ACADIA PHARMACEUTICALS INC,COM,004225108,855452,27322,SH,OTR,0,27322,0
20,ACADIA PHARMACEUTICALS INC,COM,004225108,3131000,100000,SH,SOLE,100000,0,0
21,ACADIA PHARMACEUTICALS INC,COM,004225108,8564944,273553,SH,SOLE,273553,0,0
22,ACADIA RLTY TR,COM SH BEN INT,004239109,312735,18407,SH,OTR,0,18407,0
23,ACADIA RLTY TR,COM SH BEN INT,004239109,12894764,758962,SH,SOLE,758962,0,0
24,ACCEL ENTERTAINMENT INC,COM CL A1,00436Q106,1234998,120253,SH,SOLE,120253,0,0
25,ACCENTURE PLC IRELAND,SHS CLASS A,G1151C101,1473822,4200,SH,SOLE,4200,0,0
26,ACCENTURE PLC IRELAND,SHS CLASS A,G1151C101,3298554,9400,SH,SOLE,9400,0,0
27,ACCOLADE INC,COM,00437E102,11168772,929956,SH,SOLE,929956,0,0
28,ACUMEN PHARMACEUTICALS INC,COM,00509G209,79020,20578,SH,SOLE,20578,0,0
29,ADAPTHEALTH CORP,COMMON STOCK,00653Q102,405557,55632,SH,SOLE,55632,0,0
30,ADECOAGRO S A,COM,L00849106,15240,1373,SH,OTR,0,1373,0
31,ADECOAGRO S A,COM,L00849106,3769627,339606,SH,SOLE,339606,0,0
32,ADIENT PLC,ORD SHS,G0084W101,9059603,249164,SH,SOLE,249164,0,0
33,ADMA BIOLOGICS INC,COM,000899104,145594,32211,SH,SOLE,32211,0,0
34,ADOBE INC,COM,00724F101,590037,989,SH,OTR,0,989,0
35,ADOBE INC,COM,00724F101,2505720,4200,SH,SOLE,4200,0,0
36,ADOBE INC,COM,00724F101,11216080,18800,SH,SOLE,18800,0,0
37,ADOBE INC,COM,00724F101,35243548,59074,SH,SOLE,59074,0,0
38,ADTALEM GLOBAL ED INC,COM,00737L103,220178,3735,SH,OTR,0,3735,0
39,ADTALEM GLOBAL ED INC,COM,00737L103,507618,8611,SH,SOLE,8611,0,0
40,ADTRAN HOLDINGS INC,COM,00486H105,1279406,174306,SH,SOLE,174306,0,0
41,ADVANCE AUTO PARTS INC,COM,00751Y106,309666,5074,SH,OTR,0,5074,0
42,ADVANCE AUTO PARTS INC,COM,00751Y106,6713300,110000,SH,SOLE,110000,0,0
43,ADVANCE AUTO PARTS INC,COM,00751Y106,6713300,110000,SH,SOLE,110000,0,0
44,ADVANCED ENERGY INDS,COM,007973100,3656118,33567,SH,SOLE,33567,0,0
45,ADVANCED MICRO DEVICES INC,COM,007903107,7842212,53200,SH,SOLE,53200,0,0
46,ADVANCED MICRO DEVICES INC,COM,007903107,8505557,57700,SH,SOLE,57700,0,0
47,ADVANCED MICRO DEVICES INC,COM,007903107,135729821,920764,SH,SOLE,920764,0,0
48,AECOM,COM,00766T100,17931,194,SH,OTR,0,194,0
49,AECOM,COM,00766T100,2888160,31247,SH,SOLE,31247,0,0
50,AEHR TEST SYS,COM,00760J108,2679106,100984,SH,SOLE,100984,0,0
51,AEMETIS INC,COM NEW,00770K202,311078,59366,SH,SOLE,59366,0,0
52,AERCAP HOLDINGS NV,SHS,N00985106,114973,1547,SH,OTR,0,1547,0
53,AERCAP HOLDINGS NV,SHS,N00985106,52607040,707845,SH,SOLE,707845,0,0
54,AERSALE CORPORATION,COM,00810F106,296720,23373,SH,SOLE,23373,0,0
55,AES CORP,COM,00130H105,99195,5153,SH,SOLE,5153,0,0
56,AES CORP,COM,00130H105,199064,10341,SH,OTR,0,10341,0
57,AFFIRM HLDGS INC,COM CL A,00827B106,405405,8250,SH,OTR,0,8250,0
58,AFFIRM HLDGS INC,COM CL A,00827B106,715380,14558,SH,SOLE,14558,0,0
59,AFLAC INC,COM,001055102,1329075,16110,SH,SOLE,16110,0,0
60,AFLAC INC,COM,001055102,16500000,200000,SH,SOLE,200000,0,0
61,AG MTG INVT TR INC,COM NEW,001228501,237242,37361,SH,SOLE,37361,0,0
62,AGCO CORP,COM,001084102,20761,171,SH,OTR,0,171,0
63,AGCO CORP,COM,001084102,9510895,78337,SH,SOLE,78337,0,0
64,AGILYSYS INC,COM,00847J105,31129,367,SH,OTR,0,367,0
65,AGILYSYS INC,COM,00847J105,430292,5073,SH,SOLE,5073,0,0
66,AGIOS PHARMACEUTICALS INC,COM,00847X104,935407,42003,SH,SOLE,42003,0,0
67,AGNICO EAGLE MINES LTD,COM,008474108,46533369,848375,SH,SOLE,848375,0,0
68,AIR PRODS & CHEMS INC,COM,009158106,277907,1015,SH,OTR,0,1015,0
69,AIR PRODS & CHEMS INC,COM,009158106,977740,3571,SH,SOLE,3571,0,0
70,AIR PRODS & CHEMS INC,COM,009158106,1369000,5000,SH,SOLE,5000,0,0
71,AIR PRODS & CHEMS INC,COM,009158106,5476000,20000,SH,SOLE,20000,0,0
72,AIRBNB INC,COM CL A,009066101,4288410,31500,SH,SOLE,31500,0,0
73,AIRBNB INC,COM CL A,009066101,17112798,125700,SH,SOLE,125700,0,0
74,AIRSCULPT TECHNOLOGIES INC,COM,009496100,5621649,750554,SH,SOLE,750554,0,0
75,AKAMAI TECHNOLOGIES INC,COM,00971T101,84029,710,SH,OTR,0,710,0
76,AKAMAI TECHNOLOGIES INC,COM,00971T101,5455935,46100,SH,SOLE,46100,0,0
77,AKAMAI TECHNOLOGIES INC,COM,00971T101,95790833,809386,SH,SOLE,809386,0,0
78,AKERO THERAPEUTICS INC,COM,00973Y108,4629628,198271,SH,SOLE,198271,0,0
79,ALAMOS GOLD INC NEW,COM CL A,011532108,46337,3440,SH,OTR,0,3440,0
80,ALAMOS GOLD INC NEW,COM CL A,011532108,17430490,1294023,SH,SOLE,1294023,0,0
81,ALASKA AIR GROUP INC,COM,011659109,19183,491,SH,OTR,0,491,0
82,ALASKA AIR GROUP INC,COM,011659109,19936991,510289,SH,SOLE,510289,0,0
83,ALBERTSONS COS INC,COMMON STOCK,013091103,63785003,2773261,SH,SOLE,2773261,0,0
84,ALCOA CORP,COM,013872106,21794,641,SH,OTR,0,641,0
85,ALCOA CORP,COM,013872106,1530000,45000,SH,SOLE,45000,0,0
86,ALCOA CORP,COM,013872106,10515860,309290,SH,SOLE,309290,0,0
87,ALCON AG,ORD SHS,H01301128,39372,504,SH,OTR,0,504,0
88,ALCON AG,ORD SHS,H01301128,13237981,169457,SH,SOLE,169457,0,0
89,ALDEYRA THERAPEUTICS INC,COM,01438T106,65707,18720,SH,SOLE,18720,0,0
90,ALECTOR INC,COM,014442107,3463,434,SH,OTR,0,434,0
91,ALECTOR INC,COM,014442107,324802,40702,SH,SOLE,40702,0,0
92,ALEXANDER & BALDWIN INC NEW,COM,014491104,225140,11837,SH,OTR,0,11837,0
93,ALEXANDER & BALDWIN INC NEW,COM,014491104,5233353,275150,SH,SOLE,275150,0,0
94,ALGONQUIN PWR UTILS CORP,COM,015857105,31992,5062,SH,OTR,0,5062,0
95,ALGONQUIN PWR UTILS CORP,COM,015857105,20035354,3170151,SH,SOLE,3170151,0,0
96,ALIBABA GROUP HLDG LTD,SPONSORED ADS,01609W102,2325300,30000,SH,SOLE,30000,0,0
97,ALIBABA GROUP HLDG LTD,SPONSORED ADS,01609W102,2325300,30000,SH,SOLE,30000,0,0
98,ALIBABA GROUP HLDG LTD,SPONSORED ADS,01609W102,45446051,586325,SH,SOLE,586325,0,0
99,ALIGN TECHNOLOGY INC,COM,016255101,42558502,155323,SH,SOLE,155323,0,0
100,ALIMERA SCIENCES INC,COM NEW,016259202,172938,40032,SH,SOLE,40032,0,0
101,ALKERMES PLC,SHS,G01767105,30986,1117,SH,SOLE,1117,0,0
102,ALKERMES PLC,SHS,G01767105,420733,15167,SH,OTR,0,15167,0
103,ALLEGIANT TRAVEL CO,COM,01748X102,33286295,402933,SH,SOLE,402933,0,0
104,ALLETE INC,COM NEW,018522300,18470,302,SH,OTR,0,302,0
105,ALLETE INC,COM NEW,018522300,3493520,57121,SH,SOLE,57121,0,0
106,ALLIANT ENERGY CORP,COM,018802108,1435323,27979,SH,SOLE,27979,0,0
107,ALLIENT INC,COM,019330109,304758,10088,SH,SOLE,10088,0,0
108,ALLOGENE THERAPEUTICS INC,COM,019770106,50493,15730,SH,SOLE,15730,0,0
109,ALLSTATE CORP,COM,020002101,696121,4973,SH,OTR,0,4973,0
110,ALLSTATE CORP,COM,020002101,80875125,577762,SH,SOLE,577762,0,0
111,ALPHA TEKNOVA INC,COM,02080L102,3900345,1045669,SH,SOLE,1045669,0,0
112,ALPHABET INC,CAP STK CL A,02079K305,36249555,259500,SH,SOLE,259500,0,0
113,ALPHABET INC,CAP STK CL A,02079K305,68685573,491700,SH,SOLE,491700,0,0
114,ALPHABET INC,CAP STK CL A,02079K305,162045848,1160039,SH,SOLE,1160039,0,0
115,ALPHABET INC,CAP STK CL C,02079K107,3506620,24882,SH,SOLE,24882,0,0
116,ALPHABET INC,CAP STK CL C,02079K107,17799459,126300,SH,SOLE,126300,0,0
117,ALPHABET INC,CAP STK CL C,02079K107,40559654,287800,SH,SOLE,287800,0,0
118,ALPHATEC HLDGS INC,COM NEW,02081G201,400158,26483,SH,SOLE,26483,0,0
119,ALTAIR ENGR INC,COM CL A,021369103,1870150,22224,SH,SOLE,22224,0,0
120,ALTERYX INC,COM CL A,02156B103,321348,6814,SH,OTR,0,6814,0
121,ALTERYX INC,COM CL A,02156B103,68525272,1453038,SH,SOLE,1453038,0,0
122,ALTICE USA INC,CL A,02156K103,13667066,4205251,SH,SOLE,4205251,0,0
123,ALTRIA GROUP INC,COM,02209S103,34133812,846153,SH,SOLE,846153,0,0
124,ALTUS POWER INC,COM CL A,02217A102,283978,41578,SH,SOLE,41578,0,0
125,AMAZON COM INC,COM,023135106,1400735,9219,SH,OTR,0,9219,0
126,AMAZON COM INC,COM,023135106,101830188,670200,SH,SOLE,670200,0,0
127,AMAZON COM INC,COM,023135106,127994256,842400,SH,SOLE,842400,0,0
128,AMAZON COM INC,COM,023135106,361603829,2379912,SH,SOLE,2379912,0,0
129,AMBAC FINL GROUP INC,COM NEW,023139884,244843,14857,SH,SOLE,14857,0,0
130,AMBARELLA INC,SHS,G037AX101,7992522,130405,SH,SOLE,130405,0,0
131,AMBRX BIOPHARMA INC,COM,641871108,30682928,2154700,SH,SOLE,2154700,0,0
132,AMCOR PLC,ORD,G0250X107,173742,18023,SH,OTR,0,18023,0
133,AMCOR PLC,ORD,G0250X107,2052722,212938,SH,SOLE,212938,0,0
134,AMER STATES WTR CO,COM,029899101,129396,1609,SH,OTR,0,1609,0
135,AMER STATES WTR CO,COM,029899101,2241305,27870,SH,SOLE,27870,0,0
136,AMERICA MOVIL SAB DE CV,SPON ADS RP CL B,02390A101,332341,17945,SH,SOLE,17945,0,0
137,AMERICAN AIRLS GROUP INC,COM,02376R102,262434,19100,SH,SOLE,19100,0,0
138,AMERICAN AIRLS GROUP INC,COM,02376R102,5652224,411370,SH,SOLE,411370,0,0
139,AMERICAN AIRLS GROUP INC,COM,02376R102,36777858,2676700,SH,SOLE,2676700,0,0
140,AMERICAN ASSETS TR INC,COM,024013104,152303,6766,SH,OTR,0,6766,0
141,AMERICAN ASSETS TR INC,COM,024013104,13878676,616556,SH,SOLE,616556,0,0
142,AMERICAN CENTY ETF TR,US SML CP VALU,025072877,2208092,24589,SH,SOLE,24589,0,0
143,AMERICAN COASTAL INS CORP,COM,910710102,239518,25319,SH,SOLE,25319,0,0
144,AMERICAN ELEC PWR CO INC,COM,025537101,55717,686,SH,SOLE,686,0,0
145,AMERICAN ELEC PWR CO INC,COM,025537101,172674,2126,SH,OTR,0,2126,0
146,AMERICAN EQTY INVT LIFE HLD,COM,025676206,66937959,1199605,SH,SOLE,1199605,0,0
147,AMERICAN EXPRESS CO,COM,025816109,9648010,51500,SH,SOLE,51500,0,0
148,AMERICAN EXPRESS CO,COM,025816109,24372934,130100,SH,SOLE,130100,0,0
149,AMERICAN EXPRESS CO,COM,025816109,47941430,255906,SH,SOLE,255906,0,0
150,AMERICAN HOMES 4 RENT,CL A,02665T306,132800,3693,SH,OTR,0,3693,0
151,AMERICAN HOMES 4 RENT,CL A,02665T306,93715320,2606099,SH,SOLE,2606099,0,0
152,AMERICAN INTL GROUP INC,COM NEW,026874784,357314,5274,SH,OTR,0,5274,0
153,AMERICAN INTL GROUP INC,COM NEW,026874784,82414488,1216450,SH,SOLE,1216450,0,0
154,AMERICAN NATL BANKSHARES INC,COM,027745108,3675848,75402,SH,SOLE,75402,0,0
155,AMERICAN SUPERCONDUCTOR CORP,SHS NEW,030111207,1270484,114047,SH,SOLE,114047,0,0
156,AMERICAN TOWER CORP NEW,COM,03027X100,72880872,337599,SH,SOLE,337599,0,0
157,AMERICAN WELL CORP,CL A,03044L105,59834,40157,SH,SOLE,40157,0,0
158,AMERICAN WOODMARK CORPORATIO,COM,030506109,1013272,10913,SH,SOLE,10913,0,0
159,AMERICAN WTR WKS CO INC NEW,COM,030420103,58340,442,SH,SOLE,442,0,0
160,AMERICAN WTR WKS CO INC NEW,COM,030420103,360729,2733,SH,OTR,0,2733,0
161,AMERICOLD REALTY TRUST INC,COM,03064D108,59450,1964,SH,OTR,0,1964,0
162,AMERICOLD REALTY TRUST INC,COM,03064D108,16745939,553219,SH,SOLE,553219,0,0
163,AMERIPRISE FINL INC,COM,03076C106,87741,231,SH,OTR,0,231,0
164,AMERIPRISE FINL INC,COM,03076C106,290950,766,SH,SOLE,766,0,0
165,AMETEK INC,COM,031100100,34849172,211348,SH,SOLE,211348,0,0
166,AMGEN INC,COM,031162100,540038,1875,SH,SOLE,1875,0,0
167,AMGEN INC,COM,031162100,1140559,3960,SH,OTR,0,3960,0
168,AMGEN INC,COM,031162100,1756922,6100,SH,SOLE,6100,0,0
169,AMGEN INC,COM,031162100,2304160,8000,SH,SOLE,8000,0,0
170,AMICUS THERAPEUTICS INC,COM,03152W109,135004,9514,SH,OTR,0,9514,0
171,AMICUS THERAPEUTICS INC,COM,03152W109,21952299,1547026,SH,SOLE,1547026,0,0
172,AMKOR TECHNOLOGY INC,COM,031652100,40423,1215,SH,OTR,0,1215,0
173,AMKOR TECHNOLOGY INC,COM,031652100,834112,25071,SH,SOLE,25071,0,0
174,AMN HEALTHCARE SVCS INC,COM,001744101,7668985,102417,SH,SOLE,102417,0,0
175,AMPHENOL CORP NEW,CL A,032095101,1287005,12983,SH,SOLE,12983,0,0
176,AMPLIFY ENERGY CORP NEW,COM,03212B103,300011,50592,SH,SOLE,50592,0,0
177,AMPLITUDE INC,COM CL A,03213A104,241375,18976,SH,SOLE,18976,0,0
178,AMYLYX PHARMACEUTICALS INC,COM,03237H101,40980,2784,SH,OTR,0,2784,0
179,AMYLYX PHARMACEUTICALS INC,COM,03237H101,248974,16914,SH,SOLE,16914,0,0
180,AN2 THERAPEUTICS INC,COM,037326105,395150,19285,SH,SOLE,19285,0,0
181,ANALOG DEVICES INC,COM,032654105,1330352,6700,SH,SOLE,6700,0,0
182,ANALOG DEVICES INC,COM,032654105,85771169,431966,SH,SOLE,431966,0,0
183,ANAPTYSBIO INC,COM,032724106,405866,18948,SH,SOLE,18948,0,0
184,ANAVEX LIFE SCIENCES CORP,COM NEW,032797300,645192,69301,SH,SOLE,69301,0,0
185,ANGLOGOLD ASHANTI PLC,COM SHS,G0378L100,14291551,764663,SH,SOLE,764663,0,0
186,ANHEUSER BUSCH INBEV SA/NV,SPONSORED ADR,03524A108,617638,9558,SH,SOLE,9558,0,0
187,ANHEUSER BUSCH INBEV SA/NV,SPONSORED ADR,03524A108,840060,13000,SH,SOLE,13000,0,0
188,ANHEUSER BUSCH INBEV SA/NV,SPONSORED ADR,03524A108,1053306,16300,SH,SOLE,16300,0,0
189,ANI PHARMACEUTICALS INC,COM,00182C103,9374,170,SH,OTR,0,170,0
190,ANI PHARMACEUTICALS INC,COM,00182C103,283475,5141,SH,SOLE,5141,0,0
191,ANIKA THERAPEUTICS INC,COM,035255108,330949,14605,SH,SOLE,14605,0,0
192,ANNALY CAPITAL MANAGEMENT IN,COM NEW,035710839,118523868,6118940,SH,SOLE,6118940,0,0
193,ANNEXON INC,COM,03589W102,45886,10107,SH,SOLE,10107,0,0
194,ANSYS INC,COM,03662Q105,53524800,147500,SH,SOLE,147500,0,0
195,ANSYS INC,COM,03662Q105,143979172,396768,SH,SOLE,396768,0,0
196,ANTERO RESOURCES CORP,COM,03674X106,33612,1482,SH,OTR,0,1482,0
197,ANTERO RESOURCES CORP,COM,03674X106,3099812,136676,SH,SOLE,136676,0,0
198,ANYWHERE REAL ESTATE INC,COM,75605Y106,229010,28238,SH,OTR,0,28238,0
199,ANYWHERE REAL ESTATE INC,COM,75605Y106,8174361,1007936,SH,SOLE,1007936,0,0
200,AON PLC,SHS CL A,G0403H108,261918,900,SH,SOLE,900,0,0
201,AON PLC,SHS CL A,G0403H108,261918,900,SH,SOLE,900,0,0
202,AON PLC,SHS CL A,G0403H108,1017406,3496,SH,SOLE,3496,0,0
203,APA CORPORATION,COM,03743Q108,19782761,551359,SH,SOLE,551359,0,0
204,APARTMENT INVT & MGMT CO,CL A,03748R747,110708,14139,SH,OTR,0,14139,0
205,APARTMENT INVT & MGMT CO,CL A,03748R747,5387478,688056,SH,SOLE,688056,0,0
206,APOGEE ENTERPRISES INC,COM,037598109,45772,857,SH,OTR,0,857,0
207,APOGEE ENTERPRISES INC,COM,037598109,1418356,26556,SH,SOLE,26556,0,0
208,APOLLO GLOBAL MGMT INC,COM,03769M106,71826472,770753,SH,SOLE,770753,0,0
209,APPFOLIO INC,COM CL A,03783C100,44176,255,SH,SOLE,255,0,0
210,APPFOLIO INC,COM CL A,03783C100,324479,1873,SH,OTR,0,1873,0
211,APPLE HOSPITALITY REIT INC,COM NEW,03784Y200,37989545,2287149,SH,SOLE,2287149,0,0
212,APPLE INC,COM,037833100,900270,4676,SH,OTR,0,4676,0
213,APPLE INC,COM,037833100,9530428,49501,SH,SOLE,49501,0,0
214,APPLE INC,COM,037833100,273546624,1420800,SH,SOLE,1420800,0,0
215,APPLE INC,COM,037833100,701425296,3643200,SH,SOLE,3643200,0,0
216,APPLIED MATLS INC,COM,038222105,1082141,6677,SH,SOLE,6677,0,0
217,APPLIED MATLS INC,COM,038222105,20242543,124900,SH,SOLE,124900,0,0
218,APPLIED MATLS INC,COM,038222105,38167485,235500,SH,SOLE,235500,0,0
219,APPLIED OPTOELECTRONICS INC,COM,03823U102,677031,35043,SH,SOLE,35043,0,0
220,APPLIED THERAPEUTICS INC,COM,03828A101,35527,10605,SH,SOLE,10605,0,0
221,APPLOVIN CORP,COM CL A,03831W108,218617,5486,SH,OTR,0,5486,0
222,APPLOVIN CORP,COM CL A,03831W108,23201666,582225,SH,SOLE,582225,0,0
223,APTARGROUP INC,COM,038336103,265165,2145,SH,OTR,0,2145,0
224,APTARGROUP INC,COM,038336103,57254850,463152,SH,SOLE,463152,0,0
225,APTIV PLC,SHS,G6095L109,28775985,320731,SH,SOLE,320731,0,0
226,ARAMARK,COM,03852U106,5726415,203787,SH,SOLE,203787,0,0
227,ARBOR REALTY TRUST INC,NOTE  7.500% 8/0,038923BA5,20366800,20000000,PRN,SOLE,20000000,0,0
228,ARCBEST CORP,COM,03937C105,20465993,170252,SH,SOLE,170252,0,0
229,ARCELORMITTAL SA LUXEMBOURG,NY REGISTRY SH,03938L203,14471433,509737,SH,SOLE,509737,0,0
230,ARCH RESOURCES INC,CL A,03940R107,31370293,189046,SH,SOLE,189046,0,0
231,ARCHER DANIELS MIDLAND CO,COM,039483102,524173,7258,SH,OTR,0,7258,0
232,ARCHER DANIELS MIDLAND CO,COM,039483102,9027500,125000,SH,SOLE,125000,0,0
233,ARCHER DANIELS MIDLAND CO,COM,039483102,9027500,125000,SH,SOLE,125000,0,0
234,ARCOSA INC,COM,039653100,98590,1193,SH,OTR,0,1193,0
235,ARCOSA INC,COM,039653100,18638956,225544,SH,SOLE,225544,0,0
236,ARCUS BIOSCIENCES INC,COM,03969F109,9845152,515453,SH,SOLE,515453,0,0
237,ARES CAPITAL CORP,COM,04010L103,119018,5942,SH,OTR,0,5942,0
238,ARES CAPITAL CORP,COM,04010L103,3261345,162823,SH,SOLE,162823,0,0
239,ARGENX SE,SPONSORED ADR,04016X101,62920459,165393,SH,SOLE,165393,0,0
240,ARHAUS INC,COM CL A,04035M102,780832,65893,SH,SOLE,65893,0,0
241,ARISTA NETWORKS INC,COM,040413106,64017741,271826,SH,SOLE,271826,0,0
242,ARK ETF TR,INNOVATION ETF,00214Q104,398012,7600,SH,SOLE,7600,0,0
243,ARK ETF TR,INNOVATION ETF,00214Q104,8148772,155600,SH,SOLE,155600,0,0
244,ARK ETF TR,INNOVATION ETF,00214Q104,16549706,316015,SH,SOLE,316015,0,0
245,ARLO TECHNOLOGIES INC,COM,04206A101,9330,980,SH,SOLE,980,0,0
246,ARLO TECHNOLOGIES INC,COM,04206A101,205670,21604,SH,OTR,0,21604,0
247,ARM HOLDINGS PLC,SPONSORED ADR,042068205,25548323,339987,SH,SOLE,339987,0,0
248,ARMOUR RESIDENTIAL REIT INC,COM SHS,042315705,11377243,588884,SH,SOLE,588884,0,0
249,ARRAY TECHNOLOGIES INC,COM SHS,04271T100,1680000,100000,SH,SOLE,100000,0,0
250,ARRAY TECHNOLOGIES INC,COM SHS,04271T100,5911030,351847,SH,SOLE,351847,0,0
251,ARROW ELECTRS INC,COM,042735100,11187587,91514,SH,SOLE,91514,0,0
252,ARS PHARMACEUTICALS INC,COM,82835W108,95566,17439,SH,SOLE,17439,0,0
253,ARTERIS INC,COM,04302A104,230487,39132,SH,SOLE,39132,0,0
254,ARTIVION INC,COM,228903100,1160984,64932,SH,SOLE,64932,0,0
255,ASE TECHNOLOGY HLDG CO LTD,SPONSORED ADS,00215W100,1129981,120083,SH,SOLE,120083,0,0
256,ASGN INC,COM,00191U102,48470,504,SH,SOLE,504,0,0
257,ASGN INC,COM,00191U102,209458,2178,SH,OTR,0,2178,0
258,ASML HOLDING N V,N Y REGISTRY SHS,N07059210,2573528,3400,SH,SOLE,3400,0,0
259,ASML HOLDING N V,N Y REGISTRY SHS,N07059210,20739608,27400,SH,SOLE,27400,0,0
260,ASML HOLDING N V,N Y REGISTRY SHS,N07059210,243218076,321326,SH,SOLE,321326,0,0
261,ASPEN AEROGELS INC,COM,04523Y105,260133,16485,SH,SOLE,16485,0,0
262,ASPEN TECHNOLOGY INC,COM,29109X106,22748760,103333,SH,SOLE,103333,0,0
263,ASSURANT INC,COM,04621X108,105980,629,SH,OTR,0,629,0
264,ASSURANT INC,COM,04621X108,6539434,38812,SH,SOLE,38812,0,0
265,ASSURED GUARANTY LTD,COM,G0585R106,30980,414,SH,OTR,0,414,0
266,ASSURED GUARANTY LTD,COM,G0585R106,699810,9352,SH,SOLE,9352,0,0
267,AT&T INC,COM,00206R102,404398,24100,SH,SOLE,24100,0,0
268,AT&T INC,COM,00206R102,695447,41445,SH,OTR,0,41445,0
269,AT&T INC,COM,00206R102,85356504,5086800,SH,SOLE,5086800,0,0
270,AT&T INC,COM,00206R102,158162357,9425647,SH,SOLE,9425647,0,0
271,ATI INC,COM,01741R102,10458,230,SH,OTR,0,230,0
272,ATI INC,COM,01741R102,42689919,938859,SH,SOLE,938859,0,0
273,ATKORE INC,COM,047649108,68480,428,SH,OTR,0,428,0
274,ATKORE INC,COM,047649108,38922720,243267,SH,SOLE,243267,0,0
275,ATLANTICA SUSTAINABLE INFR P,SHS,G0751N103,717541,33374,SH,SOLE,33374,0,0
276,ATLASSIAN CORPORATION,CL A,049468101,955008,4015,SH,OTR,0,4015,0
277,ATLASSIAN CORPORATION,CL A,049468101,5351850,22500,SH,SOLE,22500,0,0
278,ATMUS FILTRATION TECHNOLOGIE,COM,04956D107,795818,33879,SH,SOLE,33879,0,0
279,ATOUR LIFESTYLE HLDGS LTD,SPONSORED ADS,04965M106,1064168,61300,SH,SOLE,61300,0,0
280,AUGMEDIX INC,COM,05105P107,2913323,498004,SH,SOLE,498004,0,0
281,AURINIA PHARMACEUTICALS INC,COM,05156V102,7974256,887014,SH,SOLE,887014,0,0
282,AUTODESK INC,COM,052769106,14122,58,SH,OTR,0,58,0
283,AUTODESK INC,COM,052769106,1144356,4700,SH,SOLE,4700,0,0
284,AUTODESK INC,COM,052769106,154535782,634696,SH,SOLE,634696,0,0
285,AUTOHOME INC,SP ADS RP CL A,05278C107,247124,8807,SH,SOLE,8807,0,0
286,AUTOLIV INC,COM,052800109,83660545,759239,SH,SOLE,759239,0,0
287,AUTOMATIC DATA PROCESSING IN,COM,053015103,442643,1900,SH,SOLE,1900,0,0
288,AUTOMATIC DATA PROCESSING IN,COM,053015103,20238570,86872,SH,SOLE,86872,0,0
289,AUTOMATIC DATA PROCESSING IN,COM,053015103,82285004,353200,SH,SOLE,353200,0,0
290,AUTONATION INC,COM,05329W102,3846711,25614,SH,SOLE,25614,0,0
291,AUTOZONE INC,COM,053332102,1034244,400,SH,SOLE,400,0,0
292,AUTOZONE INC,COM,053332102,1367788,529,SH,SOLE,529,0,0
293,AVADEL PHARMACEUTICALS PLC,SPONSORED ADR,05337M104,11034992,781515,SH,SOLE,781515,0,0
294,AVANGRID INC,COM,05351W103,228328,7045,SH,OTR,0,7045,0
295,AVANGRID INC,COM,05351W103,11003552,339511,SH,SOLE,339511,0,0
296,AVANTOR INC,COM,05352A100,3501506,153373,SH,SOLE,153373,0,0
297,AVERY DENNISON CORP,COM,053611109,389967,1929,SH,SOLE,1929,0,0
298,AVIDITY BIOSCIENCES INC,COM,05370A108,11003325,1215837,SH,SOLE,1215837,0,0
299,AVIDXCHANGE HOLDINGS INC,COM,05368X102,25,2,SH,SOLE,2,0,0
300,AVIDXCHANGE HOLDINGS INC,COM,05368X102,238792,19273,SH,OTR,0,19273,0
301,AVISTA CORP,COM,05379B107,3436008,96139,SH,SOLE,96139,0,0
302,AVNET INC,COM,053807103,3887150,77126,SH,SOLE,77126,0,0
303,AXALTA COATING SYS LTD,COM,G0750C108,76195,2243,SH,OTR,0,2243,0
