,nameOfIssuer,titleOfClass,cusip,value,sshPrnamt,sshPrnamtType,investmentDiscretion,votingAuthoritySole,votingAuthorityShared,votingAuthorityNone
633,CULLEN FROST BANKERS INC,COM,229899109,31178763,306787,SH,SOLE,306787,0,0
634,CULLINAN THERAPEUTICS INC,COM,230031106,2628348,150708,SH,SOLE,150708,0,0
635,CUMMINS INC,COM,231021106,11354407,41001,SH,SOLE,41001,0,0
636,CURTISS WRIGHT CORP,COM,231561101,16147969,59591,SH,SOLE,59591,0,0
637,CUSTOMERS BANCORP INC,COM,23204G100,211880,4416,SH,SOLE,4416,0,0
638,CVR ENERGY INC,COM,12662P108,572691,21393,SH,SOLE,21393,0,0
639,CVRX INC,COM,126638105,5312937,443114,SH,SOLE,443114,0,0
640,CVS HEALTH CORP,COM,126650100,2899846,49100,SH,SOLE,49100,0,0
641,CVS HEALTH CORP,COM,126650100,20322546,344100,SH,SOLE,344100,0,0
642,CVS HEALTH CORP,COM,126650100,46489020,787149,SH,SOLE,787149,0,0
643,CYBERARK SOFTWARE LTD,SHS,M2682V108,32798916,119958,SH,SOLE,119958,0,0
644,CYTEK BIOSCIENCES INC,COM,23285D109,90608,16238,SH,SOLE,16238,0,0
645,CYTOKINETICS INC,COM NEW,23282W605,10895598,201100,SH,SOLE,201100,0,0
646,CYTOKINETICS INC,COM NEW,23282W605,32582064,601367,SH,SOLE,601367,0,0
647,CYTOKINETICS INC,NOTE  3.500% 7/0,23282WAC4,44771608,34202000,PRN,SOLE,34202000,0,0
648,D R HORTON INC,COM,23331A109,340346,2415,SH,SOLE,2415,0,0
649,DANA INC,COM,235825205,2265676,186937,SH,SOLE,186937,0,0
650,DANAHER CORPORATION,COM,235851102,1682240,6733,SH,SOLE,6733,0,0
651,DANAHER CORPORATION,COM,235851102,3647810,14600,SH,SOLE,14600,0,0
652,DANAHER CORPORATION,COM,235851102,5196880,20800,SH,SOLE,20800,0,0
653,DANAOS CORPORATION,SHS,Y1968P121,7780314,84239,SH,SOLE,84239,0,0
654,DARDEN RESTAURANTS INC,COM,237194105,226980,1500,SH,SOLE,1500,0,0
655,DARLING INGREDIENTS INC,COM,237266101,18562352,505098,SH,SOLE,505098,0,0
656,DATADOG INC,CL A COM,23804L103,1296900,10000,SH,SOLE,10000,0,0
657,DATADOG INC,CL A COM,23804L103,8442819,65100,SH,SOLE,65100,0,0
658,DATADOG INC,CL A COM,23804L103,56617726,436562,SH,SOLE,436562,0,0
659,DAVE INC,CLASS A COM NEW,23834J201,906849,29929,SH,SOLE,29929,0,0
660,DAYFORCE INC,COM,15677J108,24040872,484695,SH,SOLE,484695,0,0
661,DBX ETF TR,XTRACK HRVST CSI,233051879,2790688,118400,SH,SOLE,118400,0,0
662,DBX ETF TR,XTRACK USD HIGH,233051432,651648,18377,SH,SOLE,18377,0,0
663,DECKERS OUTDOOR CORP,COM,243537107,287481,297,SH,SOLE,297,0,0
664,DEERE & CO,COM,244199105,6592328,17644,SH,SOLE,17644,0,0
665,DEERE & CO,COM,244199105,9602291,25700,SH,SOLE,25700,0,0
666,DEERE & CO,COM,244199105,107381262,287400,SH,SOLE,287400,0,0
667,DEFINITIVE HEALTHCARE CORP,CLASS A COM,24477E103,797739,146106,SH,SOLE,146106,0,0
668,DELL TECHNOLOGIES INC,CL C,24703L202,1820412,13200,SH,SOLE,13200,0,0
669,DELL TECHNOLOGIES INC,CL C,24703L202,2992095,21696,SH,SOLE,21696,0,0
670,DELL TECHNOLOGIES INC,CL C,24703L202,65010774,471400,SH,SOLE,471400,0,0
671,DELTA AIR LINES INC DEL,COM NEW,247361702,26092000,550000,SH,SOLE,550000,0,0
672,DELTA AIR LINES INC DEL,COM NEW,247361702,40485296,853400,SH,SOLE,853400,0,0
673,DELTA AIR LINES INC DEL,COM NEW,247361702,119178009,2512184,SH,SOLE,2512184,0,0
674,DENALI THERAPEUTICS INC,COM,24823R105,2800611,120612,SH,SOLE,120612,0,0
675,DESIGNER BRANDS INC,CL A,250565108,1640293,240160,SH,SOLE,240160,0,0
676,DEUTSCHE BANK A G,NAMEN AKT,D18190898,1005160,63059,SH,SOLE,63059,0,0
677,DEVON ENERGY CORP NEW,COM,25179M103,1273306,26863,SH,SOLE,26863,0,0
678,DEVON ENERGY CORP NEW,COM,25179M103,7176360,151400,SH,SOLE,151400,0,0
679,DEVON ENERGY CORP NEW,COM,25179M103,10906740,230100,SH,SOLE,230100,0,0
680,DHI GROUP INC,COM,23331S100,27157,12994,SH,SOLE,12994,0,0
681,DIAGEO PLC,SPON ADR NEW,25243Q205,2903622,23030,SH,SOLE,23030,0,0
682,DIAMOND OFFSHORE DRILLING IN,COM,25271C201,76335231,4928033,SH,SOLE,4928033,0,0
683,DIAMONDBACK ENERGY INC,COM,25278X109,960912,4800,SH,SOLE,4800,0,0
684,DIAMONDBACK ENERGY INC,COM,25278X109,1725638,8620,SH,SOLE,8620,0,0
685,DIAMONDROCK HOSPITALITY CO,COM,252784301,7583960,897510,SH,OTR,897510,0,0
686,DICKS SPORTING GOODS INC,COM,253393102,8594000,40000,SH,SOLE,40000,0,0
687,DICKS SPORTING GOODS INC,COM,253393102,9904585,46100,SH,SOLE,46100,0,0
688,DIGITAL RLTY TR INC,COM,253868103,77791669,511619,SH,SOLE,511619,0,0
689,DIGITAL TURBINE INC,COM NEW,25400W102,72466,43654,SH,SOLE,43654,0,0
690,DIGITALBRIDGE GROUP INC,CL A NEW,25401T603,21326420,1556673,SH,SOLE,1556673,0,0
691,DILLARDS INC,CL A,254067101,7989115,18141,SH,SOLE,18141,0,0
692,DISC MEDICINE INC,COM,254604101,463094,10275,SH,SOLE,10275,0,0
693,DISCOVER FINL SVCS,COM,254709108,1046480,8000,SH,SOLE,8000,0,0
694,DISCOVER FINL SVCS,COM,254709108,13394944,102400,SH,SOLE,102400,0,0
695,DISCOVER FINL SVCS,COM,254709108,319781527,2444626,SH,SOLE,2444626,0,0
696,DISNEY WALT CO,COM,254687106,9353515,94204,SH,SOLE,94204,0,0
697,DISNEY WALT CO,COM,254687106,21972877,221300,SH,SOLE,221300,0,0
698,DISNEY WALT CO,COM,254687106,60060521,604900,SH,SOLE,604900,0,0
699,DISTRIBUTION SOLUTIONS GRP I,COM,520776105,211140,7038,SH,SOLE,7038,0,0
700,DIVERSIFIED ENERGY COMPANY P,SHS NEW,G2891G204,2053650,152235,SH,SOLE,152235,0,0
701,DIVERSIFIED HEALTHCARE TR,COM SH BEN INT,25525P107,55498,18196,SH,SOLE,18196,0,0
702,DMC GLOBAL INC,COM,23291C103,3603068,249866,SH,SOLE,249866,0,0
703,DOCUSIGN INC,COM,256163106,535000,10000,SH,SOLE,10000,0,0
704,DOCUSIGN INC,COM,256163106,10522808,196688,SH,SOLE,196688,0,0
705,DOLBY LABORATORIES INC,COM CL A,25659T107,10437443,131736,SH,SOLE,131736,0,0
706,DOLE PLC,ORD SHS,G27907107,535965,43788,SH,SOLE,43788,0,0
707,DOLLAR GEN CORP NEW,COM,256677105,846272,6400,SH,SOLE,6400,0,0
708,DOLLAR GEN CORP NEW,COM,256677105,3120628,23600,SH,SOLE,23600,0,0
709,DOLLAR GEN CORP NEW,COM,256677105,3438773,26006,SH,SOLE,26006,0,0
710,DOLLAR TREE INC,COM,256746108,560649,5251,SH,SOLE,5251,0,0
711,DOMINION ENERGY INC,COM,25746U109,994700,20300,SH,SOLE,20300,0,0
712,DOMINION ENERGY INC,COM,25746U109,3126200,63800,SH,SOLE,63800,0,0
713,DOMINION ENERGY INC,COM,25746U109,8329314,169986,SH,SOLE,169986,0,0
714,DOMINOS PIZZA INC,COM,25754A201,162290780,314316,SH,SOLE,314316,0,0
715,DONNELLEY FINL SOLUTIONS INC,COM,25787G100,896446,15036,SH,SOLE,15036,0,0
716,DOUGLAS DYNAMICS INC,COM,25960R105,331578,14170,SH,SOLE,14170,0,0
717,DOUGLAS ELLIMAN INC,COM,25961D105,29213,25184,SH,SOLE,25184,0,0
718,DOUGLAS EMMETT INC,COM,25960P109,10623443,798155,SH,OTR,798155,0,0
719,DOW INC,COM,260557103,2645179,49862,SH,SOLE,49862,0,0
720,DOW INC,COM,260557103,4535775,85500,SH,SOLE,85500,0,0
721,DOW INC,COM,260557103,13883185,261700,SH,SOLE,261700,0,0
722,DRAFTKINGS INC NEW,COM CL A,26142V105,1795555,47041,SH,SOLE,47041,0,0
723,DRAFTKINGS INC NEW,COM CL A,26142V105,2713887,71100,SH,SOLE,71100,0,0
724,DRAFTKINGS INC NEW,COM CL A,26142V105,4126177,108100,SH,SOLE,108100,0,0
725,DRDGOLD LIMITED,SPON ADR REPSTG,26152H301,104457,12132,SH,SOLE,12132,0,0
726,DROPBOX INC,CL A,26210C104,722343,32147,SH,SOLE,32147,0,0
727,DT MIDSTREAM INC,COMMON STOCK,23345M107,9458852,133167,SH,SOLE,133167,0,0
728,DTE ENERGY CO,COM,233331107,7983839,71920,SH,SOLE,71920,0,0
729,DUCKHORN PORTFOLIO INC,COM,26414D106,450105,63395,SH,SOLE,63395,0,0
730,DUKE ENERGY CORP NEW,COM NEW,26441C204,13029900,130000,SH,SOLE,130000,0,0
731,DUKE ENERGY CORP NEW,COM NEW,26441C204,13029900,130000,SH,SOLE,130000,0,0
732,DUKE ENERGY CORP NEW,COM NEW,26441C204,46862035,467545,SH,SOLE,467545,0,0
733,DUN & BRADSTREET HLDGS INC,COM,26484T106,1098505,118629,SH,SOLE,118629,0,0
734,DUOLINGO INC,CL A COM,26603R106,12417326,59507,SH,SOLE,59507,0,0
735,DUPONT DE NEMOURS INC,COM,26614N102,8049000,100000,SH,SOLE,100000,0,0
736,DUPONT DE NEMOURS INC,COM,26614N102,81352853,1010720,SH,SOLE,1010720,0,0
737,DUTCH BROS INC,CL A,26701L100,67128899,1621471,SH,SOLE,1621471,0,0
738,DYCOM INDS INC,COM,267475101,7722458,45760,SH,SOLE,45760,0,0
739,DYNEX CAP INC,COM,26817Q886,33040678,2767226,SH,SOLE,2767226,0,0
740,E L F BEAUTY INC,COM,26856L103,48666416,230953,SH,SOLE,230953,0,0
741,EAGLE MATLS INC,COM,26969P108,229855,1057,SH,SOLE,1057,0,0
742,EAST WEST BANCORP INC,COM,27579R104,1553355,21212,SH,SOLE,21212,0,0
743,EASTERLY GOVT PPTYS INC,COM,27616P103,3161500,255578,SH,SOLE,255578,0,0
744,EASTERN BANKSHARES INC,COM,27627N105,831572,59483,SH,SOLE,59483,0,0
745,EASTGROUP PPTYS INC,COM,277276101,39425098,231776,SH,OTR,231776,0,0
746,EASTGROUP PPTYS INC,COM,277276101,57409941,337507,SH,SOLE,337507,0,0
747,EASTMAN CHEM CO,COM,277432100,98453188,1004932,SH,SOLE,1004932,0,0
748,EASTMAN KODAK CO,COM NEW,277461406,391761,72818,SH,SOLE,72818,0,0
749,EATON CORP PLC,SHS,G29183103,344905,1100,SH,SOLE,1100,0,0
750,EATON CORP PLC,SHS,G29183103,564390,1800,SH,SOLE,1800,0,0
751,EATON CORP PLC,SHS,G29183103,203506806,649041,SH,SOLE,649041,0,0
752,EATON VANCE TAX-MANAGED BUY-,COM,27828Y108,171614,12590,SH,SOLE,12590,0,0
753,ECOLAB INC,COM,278865100,618800,2600,SH,SOLE,2600,0,0
754,ECOPETROL S A,SPONSORED ADS,279158109,1716244,153373,SH,SOLE,153373,0,0
755,EDGEWELL PERS CARE CO,COM,28035Q102,1302116,32399,SH,SOLE,32399,0,0
756,EDGEWISE THERAPEUTICS INC,COM,28036F105,9519978,528594,SH,SOLE,528594,0,0
757,EDISON INTL,COM,281020107,1158726,16136,SH,SOLE,16136,0,0
758,EDITAS MEDICINE INC,COM,28106W103,177306,37967,SH,SOLE,37967,0,0
759,EDWARDS LIFESCIENCES CORP,COM,28176E108,93940105,1016998,SH,SOLE,1016998,0,0
760,EHANG HLDGS LTD,ADS,26853E102,690638,50857,SH,SOLE,50857,0,0
761,ELANCO ANIMAL HEALTH INC,COM,28414H103,77961423,5402732,SH,SOLE,5402732,0,0
762,ELASTIC N V,ORD SHS,N14506104,33061466,290242,SH,SOLE,290242,0,0
763,ELECTRONIC ARTS INC,COM,285512109,3730839,26777,SH,SOLE,26777,0,0
764,ELECTRONIC ARTS INC,COM,285512109,12623298,90600,SH,SOLE,90600,0,0
765,ELECTRONIC ARTS INC,COM,285512109,69943660,502000,SH,SOLE,502000,0,0
766,ELEVANCE HEALTH INC,COM,036752103,18043938,33300,SH,SOLE,33300,0,0
767,ELEVANCE HEALTH INC,COM,036752103,19832076,36600,SH,SOLE,36600,0,0
768,ELEVANCE HEALTH INC,COM,036752103,89625811,165404,SH,SOLE,165404,0,0
769,ELEVATION ONCOLOGY INC,COM,28623U101,6705842,2483645,SH,SOLE,2483645,0,0
770,ELI LILLY & CO,COM,532457108,2172912,2400,SH,SOLE,2400,0,0
771,ELI LILLY & CO,COM,532457108,10321332,11400,SH,SOLE,11400,0,0
772,ELI LILLY & CO,COM,532457108,71356619,78814,SH,SOLE,78814,0,0
773,ELME COMMUNITIES,SH BEN INT,939653101,11860650,744548,SH,SOLE,744548,0,0
774,EMBECTA CORP,COMMON STOCK,29082K105,10770075,861606,SH,SOLE,861606,0,0
775,EMBRAER S.A.,SPONSORED ADS,29082A107,211560,8200,SH,SOLE,8200,0,0
776,EMBRAER S.A.,SPONSORED ADS,29082A107,549540,21300,SH,SOLE,21300,0,0
777,EMCOR GROUP INC,COM,29084Q100,10369367,28403,SH,SOLE,28403,0,0
778,EMERSON ELEC CO,COM,291011104,2533680,23000,SH,SOLE,23000,0,0
779,EMERSON ELEC CO,COM,291011104,4692816,42600,SH,SOLE,42600,0,0
780,EMERSON ELEC CO,COM,291011104,87056804,790276,SH,SOLE,790276,0,0
781,EMPIRE ST RLTY TR INC,CL A,292104106,3930455,419025,SH,SOLE,419025,0,0
782,EMPLOYERS HLDGS INC,COM,292218104,420715,9869,SH,SOLE,9869,0,0
783,EMX RTY CORP,COM,26873J107,85716,47620,SH,SOLE,47620,0,0
784,ENACT HLDGS INC,COM,29249E109,675225,22023,SH,SOLE,22023,0,0
785,ENBRIDGE INC,COM,29250N105,13871537,389982,SH,SOLE,389982,0,0
786,ENCOMPASS HEALTH CORP,COM,29261A100,24801803,289099,SH,SOLE,289099,0,0
787,ENCORE CAP GROUP INC,COM,292554102,1019589,24433,SH,SOLE,24433,0,0
788,ENCORE WIRE CORP,COM,292562105,7033594,24268,SH,SOLE,24268,0,0
789,ENDAVA PLC,ADS,29260V105,5595717,191372,SH,SOLE,191372,0,0
790,ENDEAVOR GROUP HLDGS INC,CL A COM,29260Y109,85695912,3170400,SH,SOLE,3170400,0,0
791,ENDEAVOR GROUP HLDGS INC,CL A COM,29260Y109,111156929,4112354,SH,SOLE,4112354,0,0
792,ENDEAVOR GROUP HLDGS INC,CL A COM,29260Y109,149505633,5531100,SH,SOLE,5531100,0,0
793,ENERGIZER HLDGS INC NEW,COM,29272W109,4878501,165149,SH,SOLE,165149,0,0
794,ENERGY FUELS INC,COM NEW,292671708,1076244,177598,SH,SOLE,177598,0,0
795,ENHABIT INC,COM,29332G102,453207,50808,SH,SOLE,50808,0,0
796,ENLINK MIDSTREAM LLC,COM UNIT REP LTD,29336T100,24788929,1801521,SH,SOLE,1801521,0,0
797,ENOVA INTL INC,COM,29357K103,806200,12951,SH,SOLE,12951,0,0
798,ENOVIS CORPORATION,COM,194014502,334480,7400,SH,SOLE,7400,0,0
799,ENPHASE ENERGY INC,COM,29355A107,856110,8586,SH,SOLE,8586,0,0
800,ENPHASE ENERGY INC,COM,29355A107,1994200,20000,SH,SOLE,20000,0,0
801,ENSTAR GROUP LIMITED,SHS,G3075P101,1642526,5373,SH,SOLE,5373,0,0
802,ENTEGRIS INC,COM,29362U104,44327929,327385,SH,SOLE,327385,0,0
803,ENTERGY CORP NEW,COM,29364G103,352565,3295,SH,SOLE,3295,0,0
804,ENVISTA HOLDINGS CORPORATION,COM,29415F104,12436197,747817,SH,SOLE,747817,0,0
805,EOG RES INC,COM,26875P101,4713957,37451,SH,SOLE,37451,0,0
806,EOG RES INC,COM,26875P101,6016586,47800,SH,SOLE,47800,0,0
807,EOS ENERGY ENTERPRISES INC,COM CL A,29415C101,20531,16166,SH,SOLE,16166,0,0
808,EPAM SYS INC,COM,29414B104,9698199,51556,SH,SOLE,51556,0,0
809,EPLUS INC,COM,294268107,395293,5365,SH,SOLE,5365,0,0
810,EPR PPTYS,COM SH BEN INT,26884U109,20212572,481481,SH,OTR,481481,0,0
811,EQT CORP,COM,26884L109,1457012,39400,SH,SOLE,39400,0,0
812,EQT CORP,COM,26884L109,88590434,2395631,SH,SOLE,2395631,0,0
813,EQUINIX INC,COM,29444U700,3633193,4802,SH,OTR,4802,0,0
814,EQUINIX INC,COM,29444U700,156290105,206569,SH,SOLE,206569,0,0
815,EQUINOR ASA,SPONSORED ADR,29446M102,58274367,2040419,SH,SOLE,2040419,0,0
816,EQUINOX GOLD CORP,COM,29446Y502,359453,68729,SH,SOLE,68729,0,0
817,EQUITABLE HLDGS INC,COM,29452E101,51705552,1265432,SH,SOLE,1265432,0,0
818,EQUITY COMWLTH,COM SH BEN INT,294628102,12764579,657968,SH,SOLE,657968,0,0
819,EQUITY LIFESTYLE PPTYS INC,COM,29472R108,71421037,1096592,SH,SOLE,1096592,0,0
820,ERASCA INC,COM,29479A108,10193982,4319484,SH,SOLE,4319484,0,0
821,ESCO TECHNOLOGIES INC,COM,296315104,1580537,15047,SH,SOLE,15047,0,0
822,ESS TECH INC,COMMON STOCK,26916J106,20721,25334,SH,SOLE,25334,0,0
823,ESSENT GROUP LTD,COM,G3198U102,30749247,547237,SH,SOLE,547237,0,0
824,ESSENTIAL PPTYS RLTY TR INC,COM,29670E107,27179492,980855,SH,SOLE,980855,0,0
825,ESSEX PPTY TR INC,COM,297178105,8775728,32240,SH,SOLE,32240,0,0
826,ESSEX PPTY TR INC,COM,297178105,48997361,180005,SH,OTR,180005,0,0
827,ESTABLISHMENT LABS HLDGS INC,COM,G31249108,12084404,265942,SH,SOLE,265942,0,0
828,ETSY INC,COM,29786A106,15227810,258186,SH,SOLE,258186,0,0
829,EURONET WORLDWIDE INC,COM,298736109,377154,3644,SH,SOLE,3644,0,0
830,EVENTBRITE INC,COM CL A,29975E109,4829134,997755,SH,SOLE,997755,0,0
831,EVERBRIDGE INC,COM,29978A104,27753753,793191,SH,SOLE,793191,0,0
832,EVERCOMMERCE INC,COM,29977X105,131562,11982,SH,SOLE,11982,0,0
833,EVERCORE INC,CLASS A,29977A105,269708,1294,SH,SOLE,1294,0,0
834,EVERGY INC,COM,30034W106,73062845,1379325,SH,SOLE,1379325,0,0
835,EVERI HLDGS INC,COM,30034T103,8439640,1004719,SH,SOLE,1004719,0,0
836,EVERQUOTE INC,COM CL A,30041R108,7837436,375716,SH,SOLE,375716,0,0
837,EVERSOURCE ENERGY,COM,30040W108,2248381,39647,SH,SOLE,39647,0,0
838,EVERTEC INC,COM,30040P103,304936,9171,SH,SOLE,9171,0,0
839,EXACT SCIENCES CORP,COM,30063P105,13759473,325668,SH,SOLE,325668,0,0
840,EXCELERATE ENERGY INC,CL A COM,30069T101,490338,26591,SH,SOLE,26591,0,0
841,EXELON CORP,COM,30161N101,73071435,2111281,SH,SOLE,2111281,0,0
842,EXP WORLD HLDGS INC,COM,30212W100,2945227,260986,SH,SOLE,260986,0,0
843,EXPEDIA GROUP INC,COM NEW,30212P303,2557597,20300,SH,SOLE,20300,0,0
844,EXPEDIA GROUP INC,COM NEW,30212P303,2834775,22500,SH,SOLE,22500,0,0
845,EXPEDITORS INTL WASH INC,COM,302130109,7411777,59394,SH,SOLE,59394,0,0
846,EXPENSIFY INC,COM CL A,30219Q106,16874,11325,SH,SOLE,11325,0,0
847,EXPONENT INC,COM,30214U102,3156843,33188,SH,SOLE,33188,0,0
848,EXPRO GROUP HOLDINGS NV,COM,N3144W105,3804995,166012,SH,SOLE,166012,0,0
849,EXTREME NETWORKS,COM,30226D106,7749218,576150,SH,SOLE,576150,0,0
850,EXXON MOBIL CORP,COM,30231G102,3003366,26089,SH,SOLE,26089,0,0
851,EXXON MOBIL CORP,COM,30231G102,60311368,523900,SH,SOLE,523900,0,0
852,EXXON MOBIL CORP,COM,30231G102,220213048,1912900,SH,SOLE,1912900,0,0
853,EYEPOINT PHARMACEUTICALS INC,COM NEW,30233G209,1010897,116195,SH,SOLE,116195,0,0
854,EZCORP INC,CL A NON VTG,302301106,278785,26627,SH,SOLE,26627,0,0
855,FACTSET RESH SYS INC,COM,303075105,771222,1889,SH,SOLE,1889,0,0
856,FAIR ISAAC CORP,COM,303250104,48947141,32880,SH,SOLE,32880,0,0
857,FASTENAL CO,COM,311900104,6290284,100100,SH,SOLE,100100,0,0
858,FASTLY INC,CL A,31188V100,630872,85600,SH,SOLE,85600,0,0
859,FASTLY INC,CL A,31188V100,944097,128100,SH,SOLE,128100,0,0
860,FASTLY INC,CL A,31188V100,1061597,144043,SH,SOLE,144043,0,0
861,FEDERAL AGRIC MTG CORP,CL C,313148306,625637,3460,SH,SOLE,3460,0,0
862,FEDERAL SIGNAL CORP,COM,313855108,2787550,33316,SH,SOLE,33316,0,0
863,FEDERATED HERMES INC,CL B,314211103,12265489,373038,SH,SOLE,373038,0,0
864,FEDEX CORP,COM,31428X106,2338752,7800,SH,SOLE,7800,0,0
865,FEDEX CORP,COM,31428X106,58318880,194500,SH,SOLE,194500,0,0
866,FEDEX CORP,COM,31428X106,181540527,605458,SH,SOLE,605458,0,0
867,FERRARI N V,COM,N3167Y103,21254433,52047,SH,SOLE,52047,0,0
868,FERROGLOBE PLC,SHS,G33856108,8764543,1635176,SH,SOLE,1635176,0,0
869,FIBROGEN INC,COM,31572Q808,17304,19393,SH,SOLE,19393,0,0
870,FIDELIS INSURANCE HOLDINGS L,COM,G3398L118,1867006,114470,SH,SOLE,114470,0,0
871,FIDELITY NATL INFORMATION SV,COM,31620M106,11781858,156341,SH,SOLE,156341,0,0
872,FIFTH THIRD BANCORP,COM,316773100,358733,9831,SH,SOLE,9831,0,0
873,FIGS INC,CL A,30260D103,4096825,768635,SH,SOLE,768635,0,0
874,FINANCE OF AMERICA COMPAN,COM CL A,31738L107,6198,12574,SH,SOLE,12574,0,0
875,FIRST BANCORP N C,COM,318910106,356993,11184,SH,SOLE,11184,0,0
876,FIRST COMWLTH FINL CORP PA,COM,319829107,1184180,85748,SH,SOLE,85748,0,0
877,FIRST CTZNS BANCSHARES INC N,CL A,31946M103,24435915,14514,SH,SOLE,14514,0,0
878,FIRST FINL BANCORP OH,COM,320209109,590963,26596,SH,SOLE,26596,0,0
879,FIRST FINL BANKSHARES INC,COM,32020R109,460993,15611,SH,SOLE,15611,0,0
880,FIRST HORIZON CORPORATION,COM,320517105,33350790,2114825,SH,SOLE,2114825,0,0
881,FIRST INDL RLTY TR INC,COM,32054K103,55781824,1174107,SH,SOLE,1174107,0,0
882,FIRST INTST BANCSYSTEM INC,COM,32055Y201,10037633,361456,SH,SOLE,361456,0,0
883,FIRST MAJESTIC SILVER CORP,COM,32076V103,2329165,393440,SH,SOLE,393440,0,0
884,FIRST MERCHANTS CORP,COM,320817109,561036,16853,SH,SOLE,16853,0,0
885,FIRST SOLAR INC,COM,336433107,541104,2400,SH,SOLE,2400,0,0
886,FIRST SOLAR INC,COM,336433107,2434968,10800,SH,SOLE,10800,0,0
887,FIRST SOLAR INC,COM,336433107,139656462,619429,SH,SOLE,619429,0,0
888,FIRSTCASH HOLDINGS INC,COM,33768G107,3841964,36632,SH,SOLE,36632,0,0
889,FIRSTENERGY CORP,COM,337932107,2678900,70000,SH,SOLE,70000,0,0
890,FISERV INC,COM,337738108,1602627,10753,SH,SOLE,10753,0,0
891,FISERV INC,COM,337738108,6706800,45000,SH,SOLE,45000,0,0
892,FIVE BELOW INC,COM,33829M101,395997,3634,SH,SOLE,3634,0,0
893,FIVE BELOW INC,COM,33829M101,1176876,10800,SH,SOLE,10800,0,0
894,FIVE BELOW INC,COM,33829M101,6636273,60900,SH,SOLE,60900,0,0
895,FIVE9 INC,COM,338307101,766546,17382,SH,SOLE,17382,0,0
896,FLEX LNG LTD,SHS,G35947202,1024167,37876,SH,SOLE,37876,0,0
897,FLEX LTD,ORD,Y2573F102,11404078,386710,SH,SOLE,386710,0,0
898,FLOOR & DECOR HLDGS INC,CL A,339750101,338392,3404,SH,SOLE,3404,0,0
899,FLOOR & DECOR HLDGS INC,CL A,339750101,10438050,105000,SH,SOLE,105000,0,0
900,FLOWSERVE CORP,COM,34354P105,47870707,995233,SH,SOLE,995233,0,0
901,FLUENCE ENERGY INC,COM CL A,34379V103,6894783,397623,SH,SOLE,397623,0,0
902,FLUOR CORP NEW,COM,343412102,2247267,51602,SH,SOLE,51602,0,0
903,FLUSHING FINL CORP,COM,343873105,302779,23025,SH,SOLE,23025,0,0
904,FLUTTER ENTMT PLC,SHS,G3643J108,66466755,364481,SH,SOLE,364481,0,0
905,FLYWIRE CORPORATION,COM VTG,302492103,11429304,697334,SH,SOLE,697334,0,0
906,FMC CORP,COM NEW,302491303,19391645,336953,SH,SOLE,336953,0,0
907,FOMENTO ECONOMICO MEXICANO S,SPON ADR UNITS,344419106,3275897,30431,SH,SOLE,30431,0,0
908,FOOT LOCKER INC,COM,344849104,214312,8600,SH,SOLE,8600,0,0
909,FOOT LOCKER INC,COM,344849104,1402996,56300,SH,SOLE,56300,0,0
910,FOOT LOCKER INC,COM,344849104,4290925,172188,SH,SOLE,172188,0,0
911,FORD MTR CO DEL,COM,345370860,3235320,258000,SH,SOLE,258000,0,0
912,FORD MTR CO DEL,COM,345370860,4052715,323183,SH,SOLE,323183,0,0
913,FORD MTR CO DEL,COM,345370860,15464328,1233200,SH,SOLE,1233200,0,0
914,FORMFACTOR INC,COM,346375108,529456,8747,SH,SOLE,8747,0,0
915,FORTINET INC,COM,34959E109,3703230,61444,SH,SOLE,61444,0,0
916,FORTINET INC,COM,34959E109,8136450,135000,SH,SOLE,135000,0,0
917,FORTIS INC,COM,349553107,5978913,153937,SH,SOLE,153937,0,0
918,FORTIVE CORP,COM,34959J108,23888284,322379,SH,SOLE,322379,0,0
919,FORTREA HLDGS INC,COMMON STOCK,34965K107,4694934,201154,SH,SOLE,201154,0,0
920,FORTUNE BRANDS INNOVATIONS I,COM,34964C106,540301,8320,SH,SOLE,8320,0,0
921,FOSSIL GROUP INC,COM,34988V106,16073,11162,SH,SOLE,11162,0,0
922,FOX CORP,CL A COM,35137L105,22594838,657400,SH,SOLE,657400,0,0
923,FRANKLIN BSP RLTY TR INC,COMMON STOCK,35243J101,6156196,488587,SH,SOLE,488587,0,0
924,FRANKLIN ELEC INC,COM,353514102,351375,3648,SH,SOLE,3648,0,0
925,FRANKLIN RESOURCES INC,COM,354613101,22177771,992294,SH,SOLE,992294,0,0
926,FRANKLIN STR PPTYS CORP,COM,35471R106,1197418,782626,SH,SOLE,782626,0,0
927,FREEPORT-MCMORAN INC,CL B,35671D857,1993718,41023,SH,SOLE,41023,0,0
928,FREEPORT-MCMORAN INC,CL B,35671D857,7358040,151400,SH,SOLE,151400,0,0
929,FREEPORT-MCMORAN INC,CL B,35671D857,9025020,185700,SH,SOLE,185700,0,0
930,FRESENIUS MEDICAL CARE AG,SPONSORED ADR,358029106,1096396,57433,SH,SOLE,57433,0,0
931,FRESH DEL MONTE PRODUCE INC,ORD,G36738105,1088436,49814,SH,SOLE,49814,0,0
932,FRESHPET INC,COM,358039105,15791014,122042,SH,SOLE,122042,0,0
933,FRONTDOOR INC,COM,35905A109,6803279,201340,SH,SOLE,201340,0,0
934,FRONTIER GROUP HLDGS INC,COM,35909R108,2295832,465686,SH,SOLE,465686,0,0
