,nameOfIssuer,titleOfClass,cusip,value,sshPrnamt,sshPrnamtType,investmentDiscretion,votingAuthoritySole,votingAuthorityShared,votingAuthorityNone
646,CYTOMX THERAPEUTICS INC,COM,23284F105,69588,31921,SH,SOLE,31921,0,0
647,D R HORTON INC,COM,23331A109,872115,5300,SH,SOLE,5300,0,0
648,D R HORTON INC,COM,23331A109,920986,5597,SH,SOLE,5597,0,0
649,DANA INC,COM,235825205,779793,61401,SH,SOLE,61401,0,0
650,DANAHER CORPORATION,COM,235851102,449496,1800,SH,SOLE,1800,0,0
651,DANAHER CORPORATION,COM,235851102,46941367,187976,SH,SOLE,187976,0,0
652,DANAOS CORPORATION,SHS,Y1968P121,13877490,192209,SH,SOLE,192209,0,0
653,DAQO NEW ENERGY CORP,SPNSRD ADS NEW,23703Q203,9218281,327470,SH,SOLE,327470,0,0
654,DASEKE INC,COM,23753F107,4532854,546127,SH,SOLE,546127,0,0
655,DATADOG INC,CL A COM,23804L103,1236000,10000,SH,SOLE,10000,0,0
656,DATADOG INC,CL A COM,23804L103,9270000,75000,SH,SOLE,75000,0,0
657,DATADOG INC,CL A COM,23804L103,77934744,630540,SH,SOLE,630540,0,0
658,DAVE INC,CLASS A COM NEW,23834J201,284195,7652,SH,SOLE,7652,0,0
659,DAY ONE BIOPHARMACEUTICALS I,COM,23954D109,878071,53152,SH,SOLE,53152,0,0
660,DAYFORCE INC,NOTE 0.250% 3/1,15677JAD0,18390627,20000000,PRN,SOLE,20000000,0,0
661,DECIPHERA PHARMACEUTICALS IN,COM,24344T101,184670,11740,SH,SOLE,11740,0,0
662,DECKERS OUTDOOR CORP,COM,243537107,427332,454,SH,SOLE,454,0,0
663,DEERE & CO,COM,244199105,201263,490,SH,OTR,0,490,0
664,DEERE & CO,COM,244199105,9241650,22500,SH,SOLE,22500,0,0
665,DEERE & CO,COM,244199105,20679527,50347,SH,SOLE,50347,0,0
666,DEERE & CO,COM,244199105,98043638,238700,SH,SOLE,238700,0,0
667,DEFINITIVE HEALTHCARE CORP,CLASS A COM,24477E103,128321,15901,SH,SOLE,15901,0,0
668,DELEK US HLDGS INC NEW,COM,24665A103,10626449,345688,SH,SOLE,345688,0,0
669,DELL TECHNOLOGIES INC,CL C,24703L202,9087264,79636,SH,SOLE,79636,0,0
670,DELTA AIR LINES INC DEL,COM NEW,247361702,26328500,550000,SH,SOLE,550000,0,0
671,DELTA AIR LINES INC DEL,COM NEW,247361702,38458758,803400,SH,SOLE,803400,0,0
672,DELTA AIR LINES INC DEL,COM NEW,247361702,118287775,2471021,SH,SOLE,2471021,0,0
673,DENALI THERAPEUTICS INC,COM,24823R105,7449314,363027,SH,SOLE,363027,0,0
674,DENNYS CORP,COM,24869P104,344136,38408,SH,SOLE,38408,0,0
675,DESPEGAR COM CORP,ORD SHS,G27358103,200605,16773,SH,SOLE,16773,0,0
676,DEVON ENERGY CORP NEW,COM,25179M103,935656,18646,SH,SOLE,18646,0,0
677,DEVON ENERGY CORP NEW,COM,25179M103,7552090,150500,SH,SOLE,150500,0,0
678,DEVON ENERGY CORP NEW,COM,25179M103,10301954,205300,SH,SOLE,205300,0,0
679,DEXCOM INC,COM,252131107,38914782,280568,SH,SOLE,280568,0,0
680,DIAGEO PLC,SPON ADR NEW,25243Q205,1550763,10426,SH,SOLE,10426,0,0
681,DIAMOND OFFSHORE DRILLING IN,COM,25271C201,37210834,2728067,SH,SOLE,2728067,0,0
682,DIAMONDBACK ENERGY INC,COM,25278X109,1991410,10049,SH,SOLE,10049,0,0
683,DIANTHUS THERAPEUTICS INC,COM,252828108,401130,13371,SH,SOLE,13371,0,0
684,DICKS SPORTING GOODS INC,COM,253393102,8994400,40000,SH,SOLE,40000,0,0
685,DICKS SPORTING GOODS INC,COM,253393102,11243000,50000,SH,SOLE,50000,0,0
686,DICKS SPORTING GOODS INC,COM,253393102,14150890,62932,SH,SOLE,62932,0,0
687,DIEBOLD NIXDORF INC,COM SHS,253651202,542327,15747,SH,SOLE,15747,0,0
688,DIGI INTL INC,COM,253798102,697287,21838,SH,SOLE,21838,0,0
689,DIGITAL RLTY TR INC,COM,253868103,96788398,671955,SH,SOLE,671955,0,0
690,DIGITAL TURBINE INC,COM NEW,25400W102,136051,51928,SH,SOLE,51928,0,0
691,DILLARDS INC,CL A,254067101,20313535,43070,SH,SOLE,43070,0,0
692,DIME CMNTY BANCSHARES INC,COM,25432X102,201806,10478,SH,SOLE,10478,0,0
693,DIMENSIONAL ETF TRUST,EMGR CRE EQT MNG,25434V302,13548093,548062,SH,OTR,0,548062,0
694,DIMENSIONAL ETF TRUST,INTERNATNAL VAL,25434V807,8189223,222836,SH,OTR,0,222836,0
695,DIMENSIONAL ETF TRUST,INTL SMALL CAP V,25434V781,7442229,273712,SH,OTR,0,273712,0
696,DIMENSIONAL ETF TRUST,US SMALL CAP VAL,25434V815,8070472,268122,SH,OTR,0,268122,0
697,DIMENSIONAL ETF TRUST,US TARGETED VLU,25434V609,8134672,149452,SH,OTR,0,149452,0
698,DIODES INC,COM,254543101,4386792,62224,SH,SOLE,62224,0,0
699,DISCOVER FINL SVCS,COM,254709108,747213,5700,SH,SOLE,5700,0,0
700,DISCOVER FINL SVCS,COM,254709108,356192111,2717157,SH,SOLE,2717157,0,0
701,DISNEY WALT CO,COM,254687106,10633084,86900,SH,SOLE,86900,0,0
702,DISNEY WALT CO,COM,254687106,74505004,608900,SH,SOLE,608900,0,0
703,DISNEY WALT CO,COM,254687106,109553802,895340,SH,SOLE,895340,0,0
704,DIVERSIFIED ENERGY COMPANY P,SHS NEW,G2891G204,1067687,88752,SH,SOLE,88752,0,0
705,DLOCAL LTD,CLASS A COM,G29018101,1593230,108383,SH,SOLE,108383,0,0
706,DOCGO INC,COM,256086109,95821,23718,SH,SOLE,23718,0,0
707,DOCUSIGN INC,COM,256163106,2977500,50000,SH,SOLE,50000,0,0
708,DOCUSIGN INC,COM,256163106,17101093,287172,SH,SOLE,287172,0,0
709,DOCUSIGN INC,COM,256163106,17865000,300000,SH,SOLE,300000,0,0
710,DOLE PLC,ORD SHS,G27907107,639221,53581,SH,SOLE,53581,0,0
711,DOLLAR GEN CORP NEW,COM,256677105,716003,4588,SH,OTR,0,4588,0
712,DOLLAR GEN CORP NEW,COM,256677105,9753750,62500,SH,SOLE,62500,0,0
713,DOLLAR GEN CORP NEW,COM,256677105,67420105,432014,SH,SOLE,432014,0,0
714,DOLLAR TREE INC,COM,256746108,26630000,200000,SH,SOLE,200000,0,0
715,DOLLAR TREE INC,COM,256746108,35092082,263553,SH,SOLE,263553,0,0
716,DOMINOS PIZZA INC,COM,25754A201,347816,700,SH,SOLE,700,0,0
717,DOMINOS PIZZA INC,COM,25754A201,15809231,31817,SH,SOLE,31817,0,0
718,DONNELLEY FINL SOLUTIONS INC,COM,25787G100,2329592,37568,SH,SOLE,37568,0,0
719,DOORDASH INC,CL A,25809K105,5158027,37453,SH,SOLE,37453,0,0
720,DOUGLAS DYNAMICS INC,COM,25960R105,200630,8318,SH,SOLE,8318,0,0
721,DOW INC,COM,260557103,4634400,80000,SH,SOLE,80000,0,0
722,DOW INC,COM,260557103,16218604,279969,SH,SOLE,279969,0,0
723,DOW INC,COM,260557103,22812834,393800,SH,SOLE,393800,0,0
724,DR REDDYS LABS LTD,ADR,256135203,1127976,15378,SH,SOLE,15378,0,0
725,DRAFTKINGS INC NEW,COM CL A,26142V105,4200425,92500,SH,SOLE,92500,0,0
726,DRAFTKINGS INC NEW,COM CL A,26142V105,4808919,105900,SH,SOLE,105900,0,0
727,DRIVEN BRANDS HLDGS INC,COM,26210V102,3639784,230512,SH,SOLE,230512,0,0
728,DROPBOX INC,CL A,26210C104,955889,39337,SH,SOLE,39337,0,0
729,DT MIDSTREAM INC,COMMON STOCK,23345M107,8517157,139397,SH,SOLE,139397,0,0
730,DTE ENERGY CO,COM,233331107,36881725,328890,SH,SOLE,328890,0,0
731,DUCKHORN PORTFOLIO INC,COM,26414D106,2428551,260854,SH,SOLE,260854,0,0
732,DUKE ENERGY CORP NEW,COM NEW,26441C204,12572300,130000,SH,SOLE,130000,0,0
733,DUKE ENERGY CORP NEW,COM NEW,26441C204,12572300,130000,SH,SOLE,130000,0,0
734,DUPONT DE NEMOURS INC,COM,26614N102,460020,6000,SH,SOLE,6000,0,0
735,DUPONT DE NEMOURS INC,COM,26614N102,1579555,20602,SH,SOLE,20602,0,0
736,DUPONT DE NEMOURS INC,COM,26614N102,9967100,130000,SH,SOLE,130000,0,0
737,DUTCH BROS INC,CL A,26701L100,95697855,2899935,SH,SOLE,2899935,0,0
738,D-WAVE QUANTUM INC,COM,26740W109,188745,92522,SH,SOLE,92522,0,0
739,DYCOM INDS INC,COM,267475101,2379010,16575,SH,SOLE,16575,0,0
740,DYNATRACE INC,COM NEW,268150109,6966000,150000,SH,SOLE,150000,0,0
741,DYNAVAX TECHNOLOGIES CORP,COM NEW,268158201,1707616,137600,SH,SOLE,137600,0,0
742,DYNEX CAP INC,COM,26817Q886,27032635,2171296,SH,SOLE,2171296,0,0
743,EAGLE BANCORP INC MD,COM,268948106,202014,8600,SH,SOLE,8600,0,0
744,EAGLE BULK SHIPPING INC,COM,Y2187A150,43049264,689119,SH,SOLE,689119,0,0
745,EAST WEST BANCORP INC,COM,27579R104,427431,5403,SH,SOLE,5403,0,0
746,EASTERLY GOVT PPTYS INC,COM,27616P103,15033084,1306089,SH,SOLE,1306089,0,0
747,EASTERN BANKSHARES INC,COM,27627N105,5028584,364919,SH,SOLE,364919,0,0
748,EASTGROUP PPTYS INC,COM,277276101,47179917,262446,SH,SOLE,262446,0,0
749,EASTMAN CHEM CO,COM,277432100,75850505,756840,SH,SOLE,756840,0,0
750,EATON CORP PLC,SHS,G29183103,1125648,3600,SH,SOLE,3600,0,0
751,EATON CORP PLC,SHS,G29183103,2438904,7800,SH,SOLE,7800,0,0
752,EATON CORP PLC,SHS,G29183103,207697690,664250,SH,SOLE,664250,0,0
753,EBAY INC.,COM,278642103,1379405,26135,SH,SOLE,26135,0,0
754,EBAY INC.,COM,278642103,6016920,114000,SH,SOLE,114000,0,0
755,ECOLAB INC,COM,278865100,600340,2600,SH,SOLE,2600,0,0
756,ECOLAB INC,COM,278865100,50818550,220089,SH,SOLE,220089,0,0
757,ECOVYST INC,COM,27923Q109,808832,72541,SH,SOLE,72541,0,0
758,EDISON INTL,COM,281020107,8069091,114083,SH,SOLE,114083,0,0
759,EDITAS MEDICINE INC,COM,28106W103,2171908,292710,SH,SOLE,292710,0,0
760,EDWARDS LIFESCIENCES CORP,COM,28176E108,955600,10000,SH,SOLE,10000,0,0
761,EDWARDS LIFESCIENCES CORP,COM,28176E108,2360332,24700,SH,SOLE,24700,0,0
762,EDWARDS LIFESCIENCES CORP,COM,28176E108,81962481,857707,SH,SOLE,857707,0,0
763,EHANG HLDGS LTD,ADS,26853E102,1165702,56670,SH,SOLE,56670,0,0
764,ELANCO ANIMAL HEALTH INC,COM,28414H103,63101475,3876012,SH,SOLE,3876012,0,0
765,ELECTRONIC ARTS INC,COM,285512109,11006038,82958,SH,SOLE,82958,0,0
766,ELECTRONIC ARTS INC,COM,285512109,11011610,83000,SH,SOLE,83000,0,0
767,ELECTRONIC ARTS INC,COM,285512109,76059711,573300,SH,SOLE,573300,0,0
768,ELEVANCE HEALTH INC,COM,036752103,414832,800,SH,SOLE,800,0,0
769,ELEVANCE HEALTH INC,COM,036752103,16956258,32700,SH,SOLE,32700,0,0
770,ELEVANCE HEALTH INC,COM,036752103,19756374,38100,SH,SOLE,38100,0,0
771,ELEVATION ONCOLOGY INC,COM,28623U101,15674607,3055479,SH,SOLE,3055479,0,0
772,ELI LILLY & CO,COM,532457108,1711512,2200,SH,SOLE,2200,0,0
773,ELI LILLY & CO,COM,532457108,7857396,10100,SH,SOLE,10100,0,0
774,ELI LILLY & CO,COM,532457108,58187518,74795,SH,SOLE,74795,0,0
775,ELME COMMUNITIES,SH BEN INT,939653101,9759493,701113,SH,SOLE,701113,0,0
776,EMBECTA CORP,COMMON STOCK,29082K105,5117310,385630,SH,SOLE,385630,0,0
777,EMBRAER S.A.,SPONSORED ADS,29082A107,1574717,59111,SH,SOLE,59111,0,0
778,EMCOR GROUP INC,COM,29084Q100,20835149,59495,SH,SOLE,59495,0,0
779,EMEREN GROUP LTD,SPONSORED ADS,75971T301,39920,20684,SH,SOLE,20684,0,0
780,EMERSON ELEC CO,COM,291011104,2608660,23000,SH,SOLE,23000,0,0
781,EMERSON ELEC CO,COM,291011104,4831692,42600,SH,SOLE,42600,0,0
782,EMERSON ELEC CO,COM,291011104,100001393,881691,SH,SOLE,881691,0,0
783,ENBRIDGE INC,COM,29250N105,30362168,839615,SH,SOLE,839615,0,0
784,ENCOMPASS HEALTH CORP,COM,29261A100,6157743,74567,SH,SOLE,74567,0,0
785,ENCORE CAP GROUP INC,COM,292554102,1153842,25298,SH,SOLE,25298,0,0
786,ENCORE ENERGY CORP,COM NEW,29259W700,122732,28021,SH,SOLE,28021,0,0
787,ENCORE WIRE CORP,COM,292562105,9698159,36906,SH,SOLE,36906,0,0
788,ENDAVA PLC,ADS,29260V105,6394790,168107,SH,SOLE,168107,0,0
789,ENDEAVOR GROUP HLDGS INC,CL A COM,29260Y109,10292000,400000,SH,SOLE,400000,0,0
790,ENDEAVOR GROUP HLDGS INC,CL A COM,29260Y109,11321200,440000,SH,SOLE,440000,0,0
791,ENDEAVOR GROUP HLDGS INC,CL A COM,29260Y109,69412850,2697740,SH,SOLE,2697740,0,0
792,ENERGIZER HLDGS INC NEW,COM,29272W109,1469704,49922,SH,SOLE,49922,0,0
793,ENERPAC TOOL GROUP CORP,CL A COM,292765104,733811,20578,SH,SOLE,20578,0,0
794,ENERPLUS CORP,COM,292766102,58511581,2976174,SH,SOLE,2976174,0,0
795,ENHABIT INC,COM,29332G102,169135,14518,SH,SOLE,14518,0,0
796,ENI S P A,SPONSORED ADR,26874R108,414263,13060,SH,SOLE,13060,0,0
797,ENLINK MIDSTREAM LLC,COM UNIT REP LTD,29336T100,9150189,670835,SH,SOLE,670835,0,0
798,ENNIS INC,COM,293389102,400212,19513,SH,SOLE,19513,0,0
799,ENPHASE ENERGY INC,COM,29355A107,5903824,48800,SH,SOLE,48800,0,0
800,ENPHASE ENERGY INC,COM,29355A107,18295563,151228,SH,SOLE,151228,0,0
801,ENSTAR GROUP LIMITED,SHS,G3075P101,1091078,3511,SH,SOLE,3511,0,0
802,ENTEGRIS INC,COM,29362U104,81823934,582211,SH,SOLE,582211,0,0
803,ENTERGY CORP NEW,COM,29364G103,74826724,708050,SH,SOLE,708050,0,0
804,ENTERPRISE FINL SVCS CORP,COM,293712105,330321,8144,SH,SOLE,8144,0,0
805,ENVESTNET INC,COM,29404K106,2498411,43143,SH,SOLE,43143,0,0
806,EOG RES INC,COM,26875P101,5259721,41143,SH,SOLE,41143,0,0
807,EOG RES INC,COM,26875P101,15033984,117600,SH,SOLE,117600,0,0
808,EPAM SYS INC,COM,29414B104,91248235,330418,SH,SOLE,330418,0,0
809,EPLUS INC,COM,294268107,396863,5053,SH,SOLE,5053,0,0
810,EQT CORP,COM,26884L109,1334261,35993,SH,SOLE,35993,0,0
811,EQUIFAX INC,COM,294429105,5617920,21000,SH,SOLE,21000,0,0
812,EQUINIX INC,COM,29444U700,619823,751,SH,OTR,0,751,0
813,EQUINIX INC,COM,29444U700,119903117,145279,SH,SOLE,145279,0,0
814,EQUINOR ASA,SPONSORED ADR,29446M102,22856163,845585,SH,SOLE,845585,0,0
815,EQUINOX GOLD CORP,COM,29446Y502,252629,41965,SH,SOLE,41965,0,0
816,EQUITABLE HLDGS INC,COM,29452E101,20702527,544660,SH,SOLE,544660,0,0
817,EQUITRANS MIDSTREAM CORP,COM,294600101,9649662,772591,SH,SOLE,772591,0,0
818,EQUITY COMWLTH,COM SH BEN INT,294628102,13948185,738781,SH,SOLE,738781,0,0
819,EQUITY LIFESTYLE PPTYS INC,COM,29472R108,677424,10519,SH,OTR,0,10519,0
820,EQUITY LIFESTYLE PPTYS INC,COM,29472R108,53414326,829415,SH,SOLE,829415,0,0
821,ERO COPPER CORP,COM,296006109,2805009,145488,SH,SOLE,145488,0,0
822,ESCO TECHNOLOGIES INC,COM,296315104,239043,2233,SH,SOLE,2233,0,0
823,ESPERION THERAPEUTICS INC NE,COM,29664W105,426222,159038,SH,SOLE,159038,0,0
824,ESS TECH INC,COMMON STOCK,26916J106,14254,19707,SH,SOLE,19707,0,0
825,ESSENT GROUP LTD,COM,G3198U102,3805129,63941,SH,SOLE,63941,0,0
826,ESSEX PPTY TR INC,COM,297178105,5417156,22128,SH,SOLE,22128,0,0
827,ETF SER SOLUTIONS,US GLB JETS,26922A842,17023353,810250,SH,SOLE,810250,0,0
828,ETHAN ALLEN INTERIORS INC,COM,297602104,490687,14194,SH,SOLE,14194,0,0
829,EURONAV NV,SHS,B38564108,296962,17857,SH,SOLE,17857,0,0
830,EURONET WORLDWIDE INC,COM,298736109,4556599,41450,SH,SOLE,41450,0,0
831,EVENTBRITE INC,COM CL A,29975E109,1632580,297916,SH,SOLE,297916,0,0
832,EVERBRIDGE INC,COM,29978A104,59515031,1708729,SH,SOLE,1708729,0,0
833,EVEREST GROUP LTD,COM,G3223R108,9764190,24564,SH,SOLE,24564,0,0
834,EVERGY INC,COM,30034W106,63078932,1181696,SH,SOLE,1181696,0,0
835,EVERI HLDGS INC,COM,30034T103,19240383,1914466,SH,SOLE,1914466,0,0
836,EVERQUOTE INC,COM CL A,30041R108,6951945,374566,SH,SOLE,374566,0,0
837,EVERSPIN TECHNOLOGIES INC,COM,30041T104,241750,30524,SH,SOLE,30524,0,0
838,EVGO INC,CL A COM,30052F100,1101137,438700,SH,SOLE,438700,0,0
839,EVOLENT HEALTH INC,CL A,30050B101,370396,11296,SH,SOLE,11296,0,0
840,EVOLV TECHNOLOGIES HLDNGS IN,COM CL A,30049H102,397541,89335,SH,SOLE,89335,0,0
841,EXACT SCIENCES CORP,COM,30063P105,407454,5900,SH,SOLE,5900,0,0
842,EXACT SCIENCES CORP,COM,30063P105,660766,9568,SH,OTR,0,9568,0
843,EXACT SCIENCES CORP,COM,30063P105,4868730,70500,SH,SOLE,70500,0,0
844,EXACT SCIENCES CORP,COM,30063P105,51883190,751277,SH,SOLE,751277,0,0
845,EXACT SCIENCES CORP,NOTE 1.000% 1/1,30063PAA3,6376355,5700000,PRN,SOLE,5700000,0,0
846,EXELIXIS INC,COM,30161Q104,403410,17000,SH,SOLE,17000,0,0
847,EXELIXIS INC,COM,30161Q104,676305,28500,SH,SOLE,28500,0,0
848,EXELON CORP,COM,30161N101,80890201,2153053,SH,SOLE,2153053,0,0
849,EXLSERVICE HOLDINGS INC,COM,302081104,379469,11933,SH,SOLE,11933,0,0
850,EXP WORLD HLDGS INC,COM,30212W100,1452419,140602,SH,SOLE,140602,0,0
851,EXPEDIA GROUP INC,COM NEW,30212P303,389006,2824,SH,SOLE,2824,0,0
852,EXPEDIA GROUP INC,COM NEW,30212P303,1033125,7500,SH,SOLE,7500,0,0
853,EXPEDIA GROUP INC,COM NEW,30212P303,1281075,9300,SH,SOLE,9300,0,0
854,EXPEDITORS INTL WASH INC,COM,302130109,281435,2315,SH,SOLE,2315,0,0
855,EXPONENT INC,COM,30214U102,1072159,12966,SH,SOLE,12966,0,0
856,EXPRO GROUP HOLDINGS NV,COM,N3144W105,8974538,449401,SH,SOLE,449401,0,0
857,EXTREME NETWORKS,COM,30226D106,6575619,569811,SH,SOLE,569811,0,0
858,EXXON MOBIL CORP,COM,30231G102,11654222,100260,SH,SOLE,100260,0,0
859,EXXON MOBIL CORP,COM,30231G102,41114088,353700,SH,SOLE,353700,0,0
860,EXXON MOBIL CORP,COM,30231G102,125457832,1079300,SH,SOLE,1079300,0,0
861,EZCORP INC,CL A NON VTG,302301106,583835,51530,SH,SOLE,51530,0,0
862,F N B CORP,COM,302520101,15588861,1105593,SH,SOLE,1105593,0,0
863,F5 INC,COM,315616102,322303,1700,SH,SOLE,1700,0,0
864,F5 INC,COM,315616102,21133787,111471,SH,SOLE,111471,0,0
865,FABRINET,SHS,G3323L100,2835300,15000,SH,SOLE,15000,0,0
866,FACTSET RESH SYS INC,COM,303075105,9841633,21659,SH,SOLE,21659,0,0
867,FAIR ISAAC CORP,COM,303250104,83196535,66578,SH,SOLE,66578,0,0
868,FARMLAND PARTNERS INC,COM,31154R109,287934,25940,SH,SOLE,25940,0,0
869,FARO TECHNOLOGIES INC,COM,311642102,414347,19263,SH,SOLE,19263,0,0
870,FASTENAL CO,COM,311900104,7721714,100100,SH,SOLE,100100,0,0
871,FASTLY INC,CL A,31188V100,357972,27600,SH,SOLE,27600,0,0
872,FASTLY INC,CL A,31188V100,925033,71321,SH,SOLE,71321,0,0
873,FASTLY INC,CL A,31188V100,1539539,118700,SH,SOLE,118700,0,0
874,FEDERAL AGRIC MTG CORP,CL C,313148306,492594,2502,SH,SOLE,2502,0,0
875,FEDEX CORP,COM,31428X106,1828839,6312,SH,SOLE,6312,0,0
876,FEDEX CORP,COM,31428X106,4519944,15600,SH,SOLE,15600,0,0
877,FEDEX CORP,COM,31428X106,41432820,143000,SH,SOLE,143000,0,0
878,FERRARI N V,COM,N3167Y103,801258,1838,SH,SOLE,1838,0,0
879,FERROGLOBE PLC,SHS,G33856108,1506545,302519,SH,SOLE,302519,0,0
880,FIBROBIOLOGICS INC,COM SHS,31573L105,153999,14246,SH,SOLE,14246,0,0
881,FIDELITY NATIONAL FINANCIAL,FNF GROUP COM,31620R303,5161055,97195,SH,SOLE,97195,0,0
882,FIFTH THIRD BANCORP,COM,316773100,433571,11652,SH,SOLE,11652,0,0
883,FINVOLUTION GROUP,SPONSORED ADS,31810T101,162359,32214,SH,SOLE,32214,0,0
884,FIRST ADVANTAGE CORP NEW,COM,31846B108,1000969,61712,SH,SOLE,61712,0,0
885,FIRST BANCORP N C,COM,318910106,309657,8573,SH,SOLE,8573,0,0
886,FIRST COMWLTH FINL CORP PA,COM,319829107,1157893,83182,SH,SOLE,83182,0,0
887,FIRST CTZNS BANCSHARES INC N,CL A,31946M103,14523705,8883,SH,SOLE,8883,0,0
888,FIRST FINL BANCORP OH,COM,320209109,949061,42331,SH,SOLE,42331,0,0
889,FIRST FINL BANKSHARES INC,COM,32020R109,1351181,41182,SH,SOLE,41182,0,0
890,FIRST HAWAIIAN INC,COM,32051X108,2774690,126352,SH,SOLE,126352,0,0
891,FIRST HORIZON CORPORATION,COM,320517105,87727086,5696564,SH,SOLE,5696564,0,0
892,FIRST INDL RLTY TR INC,COM,32054K103,29598619,563354,SH,SOLE,563354,0,0
893,FIRST INTERNET BANCORP,COM,320557101,479864,13813,SH,SOLE,13813,0,0
894,FIRST MERCHANTS CORP,COM,320817109,480678,13773,SH,SOLE,13773,0,0
895,FIRST SOLAR INC,COM,336433107,67870598,402077,SH,SOLE,402077,0,0
896,FIRSTENERGY CORP,COM,337932107,2703400,70000,SH,SOLE,70000,0,0
897,FIRSTENERGY CORP,COM,337932107,34244084,886693,SH,SOLE,886693,0,0
898,FISERV INC,COM,337738108,8979487,56185,SH,SOLE,56185,0,0
899,FISERV INC,COM,337738108,14383800,90000,SH,SOLE,90000,0,0
900,FIVE BELOW INC,COM,33829M101,2575596,14200,SH,SOLE,14200,0,0
901,FIVE BELOW INC,COM,33829M101,3627600,20000,SH,SOLE,20000,0,0
902,FIVE BELOW INC,COM,33829M101,65124308,359049,SH,SOLE,359049,0,0
903,FIVE9 INC,COM,338307101,36579560,588948,SH,SOLE,588948,0,0
904,FIVERR INTL LTD,ORD SHS,M4R82T106,1619693,76872,SH,SOLE,76872,0,0
905,FLEX LNG LTD,SHS,G35947202,213485,8395,SH,SOLE,8395,0,0
906,FLOWERS FOODS INC,COM,343498101,1075020,45264,SH,SOLE,45264,0,0
907,FLUENCE ENERGY INC,COM CL A,34379V103,1666166,96088,SH,SOLE,96088,0,0
908,FLUOR CORP NEW,COM,343412102,350374,8287,SH,SOLE,8287,0,0
909,FLUSHING FINL CORP,COM,343873105,161622,12817,SH,SOLE,12817,0,0
910,FLUTTER ENTMT PLC,SHS,G3643J108,1867268,9455,SH,SOLE,9455,0,0
911,FLYWIRE CORPORATION,COM VTG,302492103,21047911,848364,SH,SOLE,848364,0,0
912,FMC CORP,COM NEW,302491303,342133,5371,SH,SOLE,5371,0,0
913,FOOT LOCKER INC,COM,344849104,1587450,55700,SH,SOLE,55700,0,0
914,FOOT LOCKER INC,COM,344849104,23564570,826827,SH,SOLE,826827,0,0
915,FORD MTR CO DEL,COM,345370860,1703824,128300,SH,SOLE,128300,0,0
916,FORD MTR CO DEL,COM,345370860,3576490,269314,SH,SOLE,269314,0,0
917,FORD MTR CO DEL,COM,345370860,16881536,1271200,SH,SOLE,1271200,0,0
918,FORMFACTOR INC,COM,346375108,666700,14611,SH,SOLE,14611,0,0
919,FORTINET INC,COM,34959E109,402414,5891,SH,SOLE,5891,0,0
920,FORTINET INC,COM,34959E109,6147900,90000,SH,SOLE,90000,0,0
921,FORTIS INC,COM,349553107,6108288,154601,SH,SOLE,154601,0,0
922,FORTUNA SILVER MINES INC,COM,349915108,14143369,3791788,SH,SOLE,3791788,0,0
923,FOSTER L B CO,COM,350060109,473419,17335,SH,SOLE,17335,0,0
924,FOX CORP,CL A COM,35137L105,297909,9527,SH,SOLE,9527,0,0
925,FOX CORP,CL B COM,35137L204,3842006,134242,SH,SOLE,134242,0,0
926,FOX FACTORY HLDG CORP,COM,35138V102,4460108,85656,SH,SOLE,85656,0,0
927,FRACTYL HEALTH INC,COM,35168W103,2324051,314061,SH,SOLE,314061,0,0
928,FRANCO NEV CORP,COM,351858105,15976257,134074,SH,SOLE,134074,0,0
929,FRANKLIN BSP RLTY TR INC,COMMON STOCK,35243J101,590592,44206,SH,SOLE,44206,0,0
930,FRANKLIN ELEC INC,COM,353514102,4708932,44087,SH,SOLE,44087,0,0
931,FRANKLIN RESOURCES INC,COM,354613101,17196855,611770,SH,SOLE,611770,0,0
932,FRANKLIN STR PPTYS CORP,COM,35471R106,795213,350314,SH,SOLE,350314,0,0
933,FREEPORT-MCMORAN INC,CL B,35671D857,2957558,62900,SH,SOLE,62900,0,0
934,FREEPORT-MCMORAN INC,CL B,35671D857,8623468,183400,SH,SOLE,183400,0,0
935,FREEPORT-MCMORAN INC,CL B,35671D857,27538439,585675,SH,SOLE,585675,0,0
936,FRESHPET INC,COM,358039105,40435,349,SH,OTR,0,349,0
937,FRESHPET INC,COM,358039105,921087,7950,SH,SOLE,7950,0,0
938,FREYR BATTERY INC,COM NEW,35834F104,463992,276186,SH,SOLE,276186,0,0
939,FRONTDOOR INC,COM,35905A109,10037605,308091,SH,SOLE,308091,0,0
940,FRONTIER GROUP HLDGS INC,COM,35909R108,8495339,1047514,SH,SOLE,1047514,0,0
941,FRONTLINE PLC,COM,M46528101,1009946,43197,SH,SOLE,43197,0,0
942,FTAI INFRASTRUCTURE INC,COMMON STOCK,35953C106,221960,35344,SH,SOLE,35344,0,0
943,FTC SOLAR INC,COM,30320C103,13891,25771,SH,SOLE,25771,0,0
944,FTI CONSULTING INC,COM,302941109,3954714,18806,SH,SOLE,18806,0,0
945,FUBOTV INC,COM,35953D104,391044,247496,SH,SOLE,247496,0,0
946,FUELCELL ENERGY INC,COM,35952H601,28320,23798,SH,SOLE,23798,0,0
947,FULCRUM THERAPEUTICS INC,COM,359616109,148293,15709,SH,SOLE,15709,0,0
948,FULGENT GENETICS INC,COM,359664109,238570,10994,SH,SOLE,10994,0,0
949,FUNKO INC,COM CL A,361008105,171506,27485,SH,SOLE,27485,0,0
