,nameOfIssuer,titleOfClass,cusip,value,sshPrnamt,sshPrnamtType,investmentDiscretion,votingAuthoritySole,votingAuthorityShared,votingAuthorityNone
709,DANAHER CORPORATION,COM,235851102,272910,1100,SH,SOLE,1100,0,0
710,DANAHER CORPORATION,COM,235851102,536640,2163,SH,SOLE,2163,0,0
711,DANAOS CORPORATION,SHS,Y1968P121,17441355,263385,SH,SOLE,263385,0,0
712,DASEKE INC,COM,23753F107,102000,19883,SH,SOLE,19883,0,0
713,DAVE & BUSTERS ENTMT INC,COM,238337109,5997259,161782,SH,SOLE,161782,0,0
714,DAVITA INC,COM,23918K108,6144450,65000,SH,SOLE,65000,0,0
715,DBX ETF TR,XTRACK HRVST CSI,233051879,1973457,75873,SH,SOLE,75873,0,0
716,DEERE & CO,COM,244199105,10665891,28263,SH,SOLE,28263,0,0
717,DEERE & CO,COM,244199105,23246608,61600,SH,SOLE,61600,0,0
718,DEERE & CO,COM,244199105,70305894,186300,SH,SOLE,186300,0,0
719,DEFINITIVE HEALTHCARE CORP,CLASS A COM,24477E103,3995,500,SH,OTR,0,500,0
720,DEFINITIVE HEALTHCARE CORP,CLASS A COM,24477E103,340917,42668,SH,SOLE,42668,0,0
721,DELEK US HLDGS INC NEW,COM,24665A103,16053866,565078,SH,SOLE,565078,0,0
722,DELL TECHNOLOGIES INC,CL C,24703L202,2379944,34542,SH,SOLE,34542,0,0
723,DELTA AIR LINES INC DEL,COM NEW,247361702,6290000,170000,SH,SOLE,170000,0,0
724,DELTA AIR LINES INC DEL,COM NEW,247361702,6755349,182577,SH,SOLE,182577,0,0
725,DELTA AIR LINES INC DEL,COM NEW,247361702,7792200,210600,SH,SOLE,210600,0,0
726,DENBURY INC,COM,24790A101,68376186,697645,SH,SOLE,697645,0,0
727,DENTSPLY SIRONA INC,COM,24906P109,9360,274,SH,OTR,0,274,0
728,DENTSPLY SIRONA INC,COM,24906P109,33051850,967560,SH,SOLE,967560,0,0
729,DESTINATION XL GROUP INC,COM,25065K104,552536,123334,SH,SOLE,123334,0,0
730,DEVON ENERGY CORP NEW,COM,25179M103,479671,10056,SH,OTR,0,10056,0
731,DEVON ENERGY CORP NEW,COM,25179M103,34267346,718393,SH,SOLE,718393,0,0
732,DEXCOM INC,COM,252131107,12129000,130000,SH,SOLE,130000,0,0
733,DIAGEO PLC,SPON ADR NEW,25243Q205,6000020,40220,SH,SOLE,40220,0,0
734,DIAMOND OFFSHORE DRILLING IN,COM,25271C201,143203,9755,SH,OTR,0,9755,0
735,DIAMOND OFFSHORE DRILLING IN,COM,25271C201,18262214,1244020,SH,SOLE,1244020,0,0
736,DIAMONDBACK ENERGY INC,COM,25278X109,50026,323,SH,OTR,0,323,0
737,DIAMONDBACK ENERGY INC,COM,25278X109,102692410,663045,SH,SOLE,663045,0,0
738,DIANA SHIPPING INC,COM,Y2066G104,506377,145930,SH,SOLE,145930,0,0
739,DICKS SPORTING GOODS INC,COM,253393102,13029600,120000,SH,SOLE,120000,0,0
740,DICKS SPORTING GOODS INC,COM,253393102,14115400,130000,SH,SOLE,130000,0,0
741,DICKS SPORTING GOODS INC,COM,253393102,15323461,141126,SH,SOLE,141126,0,0
742,DIGITAL TURBINE INC,COM NEW,25400W102,1221695,201933,SH,SOLE,201933,0,0
743,DIGITALOCEAN HLDGS INC,COM,25402D102,6472817,269364,SH,SOLE,269364,0,0
744,DILLARDS INC,CL A,254067101,2188970,6617,SH,SOLE,6617,0,0
745,DIODES INC,COM,254543101,2309381,29292,SH,SOLE,29292,0,0
746,DISCOVER FINL SVCS,COM,254709108,248975,2874,SH,OTR,0,2874,0
747,DISH NETWORK CORPORATION,NOTE  3.375% 8/1,25470MAB5,4810784,7950000,PRN,SOLE,7950000,0,0
748,DISNEY WALT CO,COM,254687106,4555010,56200,SH,SOLE,56200,0,0
749,DISNEY WALT CO,COM,254687106,33878900,418000,SH,SOLE,418000,0,0
750,DISNEY WALT CO,COM,254687106,53598284,661299,SH,SOLE,660514,0,0
751,DLOCAL LTD,CLASS A COM,G29018101,445913,23261,SH,SOLE,23261,0,0
752,DOCGO INC,COM,256086109,70500,13227,SH,SOLE,13227,0,0
753,DOCUSIGN INC,COM,256163106,128940,3070,SH,OTR,0,3070,0
754,DOCUSIGN INC,COM,256163106,7409262,176411,SH,SOLE,176411,0,0
755,DOLE PLC,ORD SHS,G27907107,286547,24745,SH,SOLE,24745,0,0
756,DOLLAR GEN CORP NEW,COM,256677105,124527,1177,SH,OTR,0,1177,0
757,DOLLAR GEN CORP NEW,COM,256677105,26868227,253953,SH,SOLE,253953,0,0
758,DOMINION ENERGY INC,COM,25746U109,294509,6593,SH,OTR,0,6593,0
759,DOMINOS PIZZA INC,COM,25754A201,135986,359,SH,OTR,0,359,0
760,DOMINOS PIZZA INC,COM,25754A201,265153,700,SH,SOLE,700,0,0
761,DOMINOS PIZZA INC,COM,25754A201,678792,1792,SH,SOLE,1792,0,0
762,DORIAN LPG LTD,SHS USD,Y2106R110,6559806,228326,SH,SOLE,228326,0,0
763,DORMAN PRODS INC,COM,258278100,1061,14,SH,OTR,0,14,0
764,DORMAN PRODS INC,COM,258278100,909726,12008,SH,SOLE,12008,0,0
765,DOUBLEVERIFY HLDGS INC,COM,25862V105,6167782,220672,SH,SOLE,220672,0,0
766,DOVER CORP,COM,260003108,44085,316,SH,OTR,0,316,0
767,DOVER CORP,COM,260003108,343334,2461,SH,SOLE,2461,0,0
768,DOW INC,COM,260557103,2906179,56365,SH,SOLE,56365,0,0
769,DOW INC,COM,260557103,9023000,175000,SH,SOLE,175000,0,0
770,DOXIMITY INC,CL A,26622P107,12817495,604029,SH,SOLE,604029,0,0
771,DR REDDYS LABS LTD,ADR,256135203,916988,13713,SH,SOLE,13713,0,0
772,DRAFTKINGS INC NEW,COM CL A,26142V105,255039,8663,SH,OTR,0,8663,0
773,DRAFTKINGS INC NEW,COM CL A,26142V105,2817408,95700,SH,SOLE,95700,0,0
774,DRAFTKINGS INC NEW,COM CL A,26142V105,7476671,253963,SH,SOLE,253963,0,0
775,DRIL-QUIP INC,COM,262037104,790563,28064,SH,SOLE,28064,0,0
776,DT MIDSTREAM INC,COMMON STOCK,23345M107,264653,5001,SH,OTR,0,5001,0
777,DTE ENERGY CO,COM,233331107,26349806,265409,SH,SOLE,265409,0,0
778,DUKE ENERGY CORP NEW,COM NEW,26441C204,98057,1111,SH,OTR,0,1111,0
779,DUKE ENERGY CORP NEW,COM NEW,26441C204,80887113,916464,SH,SOLE,916464,0,0
780,DUPONT DE NEMOURS INC,COM,26614N102,138966391,1863070,SH,SOLE,1863070,0,0
781,DXP ENTERPRISES INC,COM NEW,233377407,8036,230,SH,OTR,0,230,0
782,DXP ENTERPRISES INC,COM NEW,233377407,224350,6421,SH,SOLE,6421,0,0
783,DYCOM INDS INC,COM,267475101,11865836,133324,SH,SOLE,133324,0,0
784,DYNAVAX TECHNOLOGIES CORP,COM NEW,268158201,4696860,318000,SH,SOLE,318000,0,0
785,DYNAVAX TECHNOLOGIES CORP,COM NEW,268158201,12222205,827502,SH,SOLE,827502,0,0
786,DYNE THERAPEUTICS INC,COM,26818M108,158108,17646,SH,SOLE,17646,0,0
787,DYNEX CAP INC,COM,26817Q886,21700377,1817452,SH,SOLE,1817452,0,0
788,E L F BEAUTY INC,COM,26856L103,340802,3103,SH,OTR,0,3103,0
789,EAGLE BULK SHIPPING INC,COM,Y2187A150,2123061,50513,SH,SOLE,50513,0,0
790,EARTHSTONE ENERGY INC,CL A,27032D304,45263603,2236344,SH,SOLE,2236344,0,0
791,EAST WEST BANCORP INC,COM,27579R104,8556731,162336,SH,SOLE,162336,0,0
792,EASTERLY GOVT PPTYS INC,COM,27616P103,14887941,1302532,SH,SOLE,1302532,0,0
793,EASTERN BANKSHARES INC,COM,27627N105,4205126,335337,SH,SOLE,335337,0,0
794,EASTGROUP PPTYS INC,COM,277276101,9225929,55401,SH,SOLE,55401,0,0
795,EASTMAN CHEM CO,COM,277432100,130884,1706,SH,OTR,0,1706,0
796,EASTMAN CHEM CO,COM,277432100,46653355,608099,SH,SOLE,608099,0,0
797,EATON CORP PLC,SHS,G29183103,111545,523,SH,OTR,0,523,0
798,EATON CORP PLC,SHS,G29183103,9654972,45269,SH,SOLE,45269,0,0
799,EBAY INC.,COM,278642103,392401,8900,SH,SOLE,8900,0,0
800,EBAY INC.,COM,278642103,4643867,105327,SH,SOLE,105327,0,0
801,ECHOSTAR CORP,CL A,278768106,3535490,211074,SH,SOLE,211074,0,0
802,ECOLAB INC,COM,278865100,200400,1183,SH,OTR,0,1183,0
803,ECOVYST INC,COM,27923Q109,67030,6812,SH,OTR,0,6812,0
804,ECOVYST INC,COM,27923Q109,550066,55901,SH,SOLE,55901,0,0
805,EDGEWELL PERS CARE CO,COM,28035Q102,4350266,117702,SH,SOLE,117702,0,0
806,EDISON INTL,COM,281020107,40252,636,SH,OTR,0,636,0
807,EDISON INTL,COM,281020107,41067678,648881,SH,SOLE,648881,0,0
808,EDWARDS LIFESCIENCES CORP,COM,28176E108,496114,7161,SH,SOLE,7161,0,0
809,EDWARDS LIFESCIENCES CORP,COM,28176E108,29270800,422500,SH,SOLE,422500,0,0
810,EHANG HLDGS LTD,ADS,26853E102,318954,17700,SH,SOLE,17700,0,0
811,EL POLLO LOCO HLDGS INC,COM,268603107,30206,3375,SH,OTR,0,3375,0
812,EL POLLO LOCO HLDGS INC,COM,268603107,365867,40879,SH,SOLE,40879,0,0
813,ELANCO ANIMAL HEALTH INC,COM,28414H103,112793,10035,SH,OTR,0,10035,0
814,ELANCO ANIMAL HEALTH INC,COM,28414H103,42778889,3805951,SH,SOLE,3805951,0,0
815,ELASTIC N V,ORD SHS,N14506104,200663,2470,SH,OTR,0,2470,0
816,ELASTIC N V,ORD SHS,N14506104,5885432,72445,SH,SOLE,72445,0,0
817,ELDORADO GOLD CORP NEW,COM,284902509,10345,1161,SH,OTR,0,1161,0
818,ELDORADO GOLD CORP NEW,COM,284902509,8346042,936705,SH,SOLE,936705,0,0
819,ELECTRONIC ARTS INC,COM,285512109,179637,1492,SH,OTR,0,1492,0
820,ELECTRONIC ARTS INC,COM,285512109,66472840,552100,SH,SOLE,552100,0,0
821,ELECTRONIC ARTS INC,COM,285512109,153357935,1273737,SH,SOLE,1273737,0,0
822,ELEVANCE HEALTH INC,COM,036752103,642680,1476,SH,SOLE,1476,0,0
823,ELEVANCE HEALTH INC,COM,036752103,1050233,2412,SH,OTR,0,2412,0
824,ELEVANCE HEALTH INC,COM,036752103,1785222,4100,SH,SOLE,4100,0,0
825,ELI LILLY & CO,COM,532457108,992079,1847,SH,OTR,0,1847,0
826,ELI LILLY & CO,COM,532457108,1296095,2413,SH,SOLE,2413,0,0
827,ELI LILLY & CO,COM,532457108,1611390,3000,SH,SOLE,3000,0,0
828,ELI LILLY & CO,COM,532457108,200456916,373200,SH,SOLE,373200,0,0
829,ELLINGTON FINANCIAL INC,COM,28852N109,10215436,819201,SH,SOLE,819201,0,0
830,ELME COMMUNITIES,SH BEN INT,939653101,418216,30661,SH,OTR,0,30661,0
831,ELME COMMUNITIES,SH BEN INT,939653101,8528465,625254,SH,SOLE,625254,0,0
832,EMAGIN CORP,COM NEW,29076N206,50892,25574,SH,SOLE,25574,0,0
833,EMBECTA CORP,COMMON STOCK,29082K105,21702,1442,SH,OTR,0,1442,0
834,EMBECTA CORP,COMMON STOCK,29082K105,22400856,1488429,SH,SOLE,1488429,0,0
835,EMCOR GROUP INC,COM,29084Q100,67956,323,SH,OTR,0,323,0
836,EMCOR GROUP INC,COM,29084Q100,15181953,72161,SH,SOLE,72161,0,0
837,EMERSON ELEC CO,COM,291011104,3379950,35000,SH,SOLE,35000,0,0
838,EMERSON ELEC CO,COM,291011104,160947618,1666642,SH,SOLE,1666642,0,0
839,EMPIRE ST RLTY TR INC,CL A,292104106,158501,19714,SH,OTR,0,19714,0
840,EMPIRE ST RLTY TR INC,CL A,292104106,11170020,1389306,SH,SOLE,1389306,0,0
841,ENANTA PHARMACEUTICALS INC,COM,29251M106,469855,42064,SH,SOLE,42064,0,0
842,ENBRIDGE INC,COM,29250N105,529248,15946,SH,OTR,0,15946,0
843,ENCORE CAP GROUP INC,COM,292554102,958304,20065,SH,SOLE,20065,0,0
844,ENCORE WIRE CORP,COM,292562105,16604,91,SH,OTR,0,91,0
845,ENCORE WIRE CORP,COM,292562105,7473744,40961,SH,SOLE,40961,0,0
846,ENDAVA PLC,ADS,29260V105,454212,7920,SH,SOLE,7920,0,0
847,ENERGIZER HLDGS INC NEW,COM,29272W109,18362060,573098,SH,SOLE,573098,0,0
848,ENERPLUS CORP,COM,292766102,16816756,953874,SH,SOLE,953874,0,0
849,ENETI INC,COM,Y2294C107,2238526,222076,SH,SOLE,222076,0,0
850,ENETI INC,COM,Y2294C107,3024000,300000,SH,SOLE,300000,0,0
851,ENGAGESMART INC,COMMON STOCK,29283F103,264147,14683,SH,SOLE,14683,0,0
852,ENI S P A,SPONSORED ADR,26874R108,750407,23509,SH,SOLE,23509,0,0
853,ENPHASE ENERGY INC,COM,29355A107,7365195,61300,SH,SOLE,61300,0,0
854,ENPHASE ENERGY INC,NOTE         3/0,29355AAH0,22039375,25000000,PRN,SOLE,25000000,0,0
855,ENSTAR GROUP LIMITED,SHS,G3075P101,6050,25,SH,OTR,0,25,0
856,ENSTAR GROUP LIMITED,SHS,G3075P101,555632,2296,SH,SOLE,2296,0,0
857,ENTEGRIS INC,COM,29362U104,16490502,175599,SH,SOLE,175599,0,0
858,ENTERGY CORP NEW,COM,29364G103,1224978,13243,SH,OTR,0,13243,0
859,ENTERGY CORP NEW,COM,29364G103,112630220,1217624,SH,SOLE,1217624,0,0
860,ENVESTNET INC,COM,29404K106,31217,709,SH,OTR,0,709,0
861,ENVESTNET INC,COM,29404K106,2490733,56569,SH,SOLE,56569,0,0
862,ENVIRI CORP,COM,415864107,21487,2976,SH,OTR,0,2976,0
863,ENVIRI CORP,COM,415864107,119332,16528,SH,SOLE,16528,0,0
864,ENVISTA HOLDINGS CORPORATION,COM,29415F104,163433,5862,SH,OTR,0,5862,0
865,ENVISTA HOLDINGS CORPORATION,COM,29415F104,18199702,652787,SH,SOLE,652787,0,0
866,EOG RES INC,COM,26875P101,224492,1771,SH,OTR,0,1771,0
867,EOG RES INC,COM,26875P101,10111392,79768,SH,SOLE,79768,0,0
868,EOG RES INC,COM,26875P101,31068876,245100,SH,SOLE,245100,0,0
869,EOS ENERGY ENTERPRISES INC,COM CL A,29415C101,36283,16876,SH,SOLE,16876,0,0
870,EPAM SYS INC,COM,29414B104,343136,1342,SH,OTR,0,1342,0
871,EPAM SYS INC,COM,29414B104,30638054,119825,SH,SOLE,119825,0,0
872,EPLUS INC,COM,294268107,32205,507,SH,OTR,0,507,0
873,EPLUS INC,COM,294268107,600899,9460,SH,SOLE,9460,0,0
874,EQRX INC,COM,26886C107,6822857,3073359,SH,SOLE,3073359,0,0
875,EQUIFAX INC,COM,294429105,28752849,156965,SH,SOLE,156965,0,0
876,EQUINIX INC,COM,29444U700,14851291,20449,SH,SOLE,20449,0,0
877,EQUINOR ASA,SPONSORED ADR,29446M102,3242865,98898,SH,SOLE,98898,0,0
878,EQUINOX GOLD CORP,COM,29446Y502,25828,6106,SH,OTR,0,6106,0
879,EQUINOX GOLD CORP,COM,29446Y502,139645,33013,SH,SOLE,33013,0,0
880,EQUITY RESIDENTIAL,SH BEN INT,29476L107,799278,13614,SH,OTR,0,13614,0
881,ERICSSON,ADR B SEK 10,294821608,7761420,1597000,SH,SOLE,1597000,0,0
882,ERICSSON,ADR B SEK 10,294821608,29547556,6079744,SH,SOLE,6079744,0,0
883,ERIE INDTY CO,CL A,29530P102,1264178,4303,SH,SOLE,4303,0,0
884,ERMENEGILDO ZEGNA N V,ORD SHS,N30577105,148178,10645,SH,SOLE,10645,0,0
885,ESCO TECHNOLOGIES INC,COM,296315104,538284,5154,SH,SOLE,5154,0,0
886,ESSENTIAL PPTYS RLTY TR INC,COM,29670E107,13452065,621917,SH,SOLE,621917,0,0
887,ESSENTIAL UTILS INC,COM,29670G102,221634,6456,SH,OTR,0,6456,0
888,ESSENTIAL UTILS INC,COM,29670G102,19442864,566352,SH,SOLE,566352,0,0
889,ESSEX PPTY TR INC,COM,297178105,63627,300,SH,OTR,0,300,0
890,ESSEX PPTY TR INC,COM,297178105,45305817,213616,SH,SOLE,213616,0,0
891,ETF SER SOLUTIONS,US GLB JETS,26922A842,802283,47110,SH,SOLE,47110,0,0
892,ETF SER SOLUTIONS,US GLB JETS,26922A842,851500,50000,SH,SOLE,50000,0,0
893,ETHAN ALLEN INTERIORS INC,COM,297602104,650983,21772,SH,SOLE,21772,0,0
894,ETSY INC,COM,29786A106,38748,600,SH,SOLE,600,0,0
895,ETSY INC,COM,29786A106,237073,3671,SH,OTR,0,3671,0
896,EURONET WORLDWIDE INC,COM,298736109,3176470,40016,SH,SOLE,40016,0,0
897,EVERCORE INC,CLASS A,29977A105,18752,136,SH,OTR,0,136,0
898,EVERCORE INC,CLASS A,29977A105,18285783,132621,SH,SOLE,132621,0,0
899,EVEREST GROUP LTD,COM,G3223R108,123837842,333193,SH,SOLE,333193,0,0
900,EVERQUOTE INC,COM CL A,30041R108,3815314,527706,SH,SOLE,527706,0,0
901,EVGO INC,CL A COM,30052F100,317321,93882,SH,SOLE,93882,0,0
902,EVOLENT HEALTH INC,CL A,30050B101,13630875,500583,SH,SOLE,500583,0,0
903,EVOLV TECHNOLOGIES HLDNGS IN,COM CL A,30049H102,23061,4745,SH,OTR,0,4745,0
904,EVOLV TECHNOLOGIES HLDNGS IN,COM CL A,30049H102,37655,7748,SH,SOLE,7748,0,0
905,EXACT SCIENCES CORP,COM,30063P105,92370,1354,SH,SOLE,1354,0,0
906,EXACT SCIENCES CORP,COM,30063P105,408570,5989,SH,OTR,0,5989,0
907,EXELIXIS INC,COM,30161Q104,237051,10849,SH,OTR,0,10849,0
908,EXLSERVICE HOLDINGS INC,COM,302081104,313459,11179,SH,OTR,0,11179,0
909,EXLSERVICE HOLDINGS INC,COM,302081104,8412336,300012,SH,SOLE,300012,0,0
910,EXP WORLD HLDGS INC,COM,30212W100,2624514,161608,SH,SOLE,161608,0,0
911,EXPEDIA GROUP INC,COM NEW,30212P303,5153500,50000,SH,SOLE,50000,0,0
912,EXPEDIA GROUP INC,COM NEW,30212P303,5400868,52400,SH,SOLE,52400,0,0
913,EXPEDITORS INTL WASH INC,COM,302130109,338846,2956,SH,SOLE,2956,0,0
914,EXPONENT INC,COM,30214U102,4170004,48715,SH,SOLE,48715,0,0
915,EXPRO GROUP HOLDINGS NV,COM,N3144W105,12315431,530152,SH,SOLE,530152,0,0
916,EXTREME NETWORKS,COM,30226D106,153588,6344,SH,OTR,0,6344,0
917,EXTREME NETWORKS,COM,30226D106,191332,7903,SH,SOLE,7903,0,0
918,EXXON MOBIL CORP,COM,30231G102,29747740,253000,SH,SOLE,253000,0,0
919,EXXON MOBIL CORP,COM,30231G102,68837329,585451,SH,SOLE,585451,0,0
920,EXXON MOBIL CORP,COM,30231G102,102706130,873500,SH,SOLE,873500,0,0
921,EZCORP INC,CL A NON VTG,302301106,4505,546,SH,OTR,0,546,0
922,EZCORP INC,CL A NON VTG,302301106,346814,42038,SH,SOLE,42038,0,0
923,F N B CORP,COM,302520101,2123375,196791,SH,SOLE,196791,0,0
924,F5 INC,COM,315616102,16114,100,SH,OTR,0,100,0
925,F5 INC,COM,315616102,35953235,223118,SH,SOLE,223118,0,0
926,FACTSET RESH SYS INC,COM,303075105,10226200,23387,SH,SOLE,23387,0,0
927,FAIR ISAAC CORP,COM,303250104,382153,440,SH,OTR,0,440,0
928,FAIR ISAAC CORP,COM,303250104,54971001,63292,SH,SOLE,63292,0,0
929,FANHUA INC,SPONSORED ADR,30712A103,125454,17400,SH,SOLE,17400,0,0
930,FARFETCH LTD,ORD SH CL A,30744W107,4587142,2194805,SH,SOLE,2194805,0,0
931,FARMLAND PARTNERS INC,COM,31154R109,4385586,427445,SH,SOLE,427445,0,0
932,FARO TECHNOLOGIES INC,COM,311642102,39552,2597,SH,OTR,0,2597,0
933,FARO TECHNOLOGIES INC,COM,311642102,366342,24054,SH,SOLE,24054,0,0
934,FASTENAL CO,COM,311900104,349423,6395,SH,SOLE,6395,0,0
935,FATE THERAPEUTICS INC,COM,31189P102,309842,146152,SH,SOLE,146152,0,0
936,FB FINL CORP,COM,30257X104,393920,13890,SH,SOLE,13890,0,0
937,FEDERAL SIGNAL CORP,COM,313855108,136304,2282,SH,OTR,0,2282,0
938,FEDERAL SIGNAL CORP,COM,313855108,11669868,195377,SH,SOLE,195377,0,0
939,FEDERATED HERMES INC,CL B,314211103,656367,19379,SH,OTR,0,19379,0
940,FEDERATED HERMES INC,CL B,314211103,27362862,807879,SH,SOLE,807879,0,0
941,FEDEX CORP,COM,31428X106,211936,800,SH,SOLE,800,0,0
942,FEDEX CORP,COM,31428X106,393936,1487,SH,OTR,0,1487,0
943,FEDEX CORP,COM,31428X106,4477148,16900,SH,SOLE,16900,0,0
944,FEDEX CORP,COM,31428X106,183412593,692332,SH,SOLE,692332,0,0
945,FERGUSON PLC NEW,SHS,G3421J106,455088,2767,SH,OTR,0,2767,0
946,FERRARI N V,COM,N3167Y103,14777000,50000,SH,SOLE,50000,0,0
947,FERRARI N V,COM,N3167Y103,14777000,50000,SH,SOLE,50000,0,0
948,FERRARI N V,COM,N3167Y103,104696249,354234,SH,SOLE,354234,0,0
949,FIBROGEN INC,COM,31572Q808,83227,96451,SH,SOLE,96451,0,0
950,FIDELIS INSURANCE HOLDINGS L,COM,G3398L118,9381768,639085,SH,SOLE,639085,0,0
951,FIDELITY NATIONAL FINANCIAL,FNF GROUP COM,31620R303,343533,8318,SH,OTR,0,8318,0
952,FIDELITY NATL INFORMATION SV,COM,31620M106,539988,9770,SH,OTR,0,9770,0
953,FIDELITY NATL INFORMATION SV,COM,31620M106,21806613,394547,SH,SOLE,394547,0,0
954,FIGS INC,CL A,30260D103,21742,3685,SH,OTR,0,3685,0
955,FIGS INC,CL A,30260D103,11291391,1913795,SH,SOLE,1913795,0,0
956,FINSERV ACQUISITION CORP II,*W EXP 02/17/202,31809Y111,9800,306250,SH,SOLE,306250,0,0
957,FINVOLUTION GROUP,SPONSORED ADS,31810T101,105312,21147,SH,SOLE,21147,0,0
958,FIRST ADVANTAGE CORP NEW,COM,31846B108,341137,24738,SH,SOLE,24738,0,0
959,FIRST BANCORP P R,COM NEW,318672706,115123,8553,SH,OTR,0,8553,0
960,FIRST BANCORP P R,COM NEW,318672706,1087380,80786,SH,SOLE,80786,0,0
961,FIRST COMWLTH FINL CORP PA,COM,319829107,571770,46828,SH,SOLE,46828,0,0
962,FIRST CTZNS BANCSHARES INC N,CL A,31946M103,5056686,3664,SH,SOLE,3664,0,0
963,FIRST FINL BANCORP OH,COM,320209109,622437,31757,SH,SOLE,31757,0,0
964,FIRST FINL BANKSHARES INC,COM,32020R109,635159,25285,SH,SOLE,25285,0,0
965,FIRST HAWAIIAN INC,COM,32051X108,91441,5066,SH,OTR,0,5066,0
966,FIRST HAWAIIAN INC,COM,32051X108,414374,22957,SH,SOLE,22957,0,0
967,FIRST HORIZON CORPORATION,COM,320517105,281451,25540,SH,OTR,0,25540,0
968,FIRST HORIZON CORPORATION,COM,320517105,72720374,6598945,SH,SOLE,6598945,0,0
969,FIRST INDL RLTY TR INC,COM,32054K103,20414635,428969,SH,SOLE,428969,0,0
970,FIRST MAJESTIC SILVER CORP,COM,32076V103,5419009,1056337,SH,SOLE,1056337,0,0
971,FIRST MERCHANTS CORP,COM,320817109,12074,434,SH,OTR,0,434,0
972,FIRST MERCHANTS CORP,COM,320817109,205256,7378,SH,SOLE,7378,0,0
973,FIRST SOLAR INC,COM,336433107,604993,3744,SH,OTR,0,3744,0
974,FIRST SOLAR INC,COM,336433107,4847700,30000,SH,SOLE,30000,0,0
975,FIRST SOLAR INC,COM,336433107,6463600,40000,SH,SOLE,40000,0,0
976,FIRST SOLAR INC,COM,336433107,58025838,359093,SH,SOLE,359093,0,0
977,FISERV INC,COM,337738108,7805988,69104,SH,SOLE,69104,0,0
978,FISKER INC,CL A COM STK,33813J106,6217475,968454,SH,SOLE,968454,0,0
979,FIVE BELOW INC,COM,33829M101,6436000,40000,SH,SOLE,40000,0,0
980,FIVE BELOW INC,COM,33829M101,10458500,65000,SH,SOLE,65000,0,0
981,FIVE9 INC,COM,338307101,55169,858,SH,OTR,0,858,0
982,FIVE9 INC,COM,338307101,18563153,288696,SH,SOLE,288696,0,0
983,FLEX LTD,ORD,Y2573F102,91138,3378,SH,OTR,0,3378,0
984,FLEX LTD,ORD,Y2573F102,34889862,1293175,SH,SOLE,1293175,0,0
985,FLOWERS FOODS INC,COM,343498101,154484,6965,SH,OTR,0,6965,0
986,FLOWERS FOODS INC,COM,343498101,32757465,1476892,SH,SOLE,1476892,0,0
987,FLOWSERVE CORP,COM,34354P105,92545,2327,SH,OTR,0,2327,0
988,FLOWSERVE CORP,COM,34354P105,1391274,34983,SH,SOLE,34983,0,0
989,FLUSHING FINL CORP,COM,343873105,150391,11454,SH,SOLE,11454,0,0
990,FMC CORP,COM NEW,302491303,88133,1316,SH,SOLE,1316,0,0
991,FMC CORP,COM NEW,302491303,239284,3573,SH,OTR,0,3573,0
992,FOMENTO ECONOMICO MEXICANO S,SPON ADR UNITS,344419106,2499426,22899,SH,SOLE,22899,0,0
993,FORD MTR CO DEL,COM,345370860,374662,30166,SH,OTR,0,30166,0
994,FORD MTR CO DEL,COM,345370860,627210,50500,SH,SOLE,50500,0,0
995,FORD MTR CO DEL,COM,345370860,8867830,713996,SH,SOLE,713996,0,0
996,FORD MTR CO DEL,COM,345370860,16211826,1305300,SH,SOLE,1305300,0,0
997,FORMFACTOR INC,COM,346375108,7830473,224112,SH,SOLE,224112,0,0
998,FORTINET INC,COM,34959E109,457587,7798,SH,OTR,0,7798,0
999,FORTINET INC,COM,34959E109,14386810,245174,SH,SOLE,245174,0,0
1000,FORTINET INC,COM,34959E109,15256800,260000,SH,SOLE,260000,0,0
1001,FORTINET INC,COM,34959E109,21124800,360000,SH,SOLE,360000,0,0
1002,FORTIS INC,COM,349553107,16997752,447427,SH,SOLE,447427,0,0
1003,FORTIVE CORP,COM,34959J108,63108380,850976,SH,SOLE,850976,0,0
1004,FORTUNA SILVER MINES INC,COM,349915108,6201502,2279964,SH,SOLE,2279964,0,0
1005,FORWARD AIR CORP,COM,349853101,89706,1305,SH,OTR,0,1305,0
1006,FORWARD AIR CORP,COM,349853101,218593,3180,SH,SOLE,3180,0,0
1007,FOX CORP,CL A COM,35137L105,16326679,523291,SH,SOLE,523291,0,0
1008,FOX FACTORY HLDG CORP,COM,35138V102,1083143,10932,SH,SOLE,10932,0,0
1009,FRANCO NEV CORP,COM,351858105,64075,480,SH,OTR,0,480,0
1010,FRANCO NEV CORP,COM,351858105,26299933,197018,SH,SOLE,197018,0,0
1011,FRANKLIN ELEC INC,COM,353514102,97885,1097,SH,OTR,0,1097,0
1012,FRANKLIN ELEC INC,COM,353514102,1632731,18298,SH,SOLE,18298,0,0
1013,FREEPORT-MCMORAN INC,CL B,35671D857,416119,11159,SH,OTR,0,11159,0
1014,FREEPORT-MCMORAN INC,CL B,35671D857,9220698,247270,SH,SOLE,247270,0,0
1015,FRESENIUS MED CARE AG&CO KGA,SPONSORED ADR,358029106,1981292,91982,SH,SOLE,91982,0,0
1016,FRESH DEL MONTE PRODUCE INC,ORD,G36738105,62068,2402,SH,OTR,0,2402,0
1017,FRESH DEL MONTE PRODUCE INC,ORD,G36738105,357341,13829,SH,SOLE,13829,0,0
